Siret;UAI validée;Raison sociale;Enseigne;numero_declaration_activite;etat_administratif;Nature;Adresse;Académie;Région;Qualiopi;Réseaux;Réseaux à jour;Nombre de relations;Nombre de lieux de formation;Date d'import;UAI probable;UAI potentielle 1;UAI potentielle 2;
77768390500023;0352025L;INST FORMATION MAISON FAMILIALE RURALE;;53350320235;actif;responsable_formateur;1 Rue des Cotterets 35300 Fougères;Rennes;Bretagne;Oui;mfr;mfr;;1;2021-12-17;0352025L;0352025L;0352942H;
77775477100015;;MAISON FAMILIALE RURALE EDUCA ORIENTA;;53350241935;fermé;inconnue;Rue d'Antrain 35250 Saint-Aubin-d'Aubigné;Rennes;Bretagne;Oui;;mfr;1;;2021-12-17;0351978K;0351978K;;
77769814300024;0351976H;MAISON FAMILIALE HORTICOLE;;53350783835;actif;responsable_formateur;les Rabinardières 35760 Saint-Grégoire;Rennes;Bretagne;Oui;mfr;mfr;;1;2021-12-17;0351976H;0351976H;;
77770469300012;;MAISON FAMILIALE RURALE EDUCA ORIEN;;53350316335;actif;inconnue;Boeuvres 35480 Guipry-Messac;Rennes;Bretagne;Oui;;mfr;1;;2021-12-17;0351974F;0351974F;;
77770693800019;0351972D;MAISON FAMILIALE RURALE EDUCA ORIENT;;53350243435;actif;responsable_formateur;la Rouvrais 35360 Montauban-de-Bretagne;Rennes;Bretagne;Oui;mfr;mfr;;1;2021-12-17;0351972D;0351972D;;
33522090100011;0801720K;MAISON FAMILIALE RURALE DE FLIXECOURT;;22800046680;actif;responsable_formateur;28 Rue Courbet 80420 Flixecourt;Amiens;Hauts-de-France;Oui;mfr;mfr;;1;2021-12-17;0801720K;0801720K;;
53240398700029;;FORMATION ESTHETIQUE RIVE DROITE;;72330841133;actif;inconnue;23 Avenue du Mirail 33370 Artigues-près-Bordeaux;Bordeaux;Nouvelle-Aquitaine;Non;;mfr;;;2021-12-17;0332981L;0332981L;;
78203159500013;0332473J;MFR EDUCATION ET ORIENTATION VAYRES;;72330178333;actif;responsable_formateur;Lieu Dit Lagron 33870 Vayres;Bordeaux;Nouvelle-Aquitaine;Oui;mfr;mfr;;3;2021-12-17;0332473J;0332473J;;
78200896500017;0330175L;MAISON FAMILIALE DU MEDOC;;75331145733;actif;responsable_formateur;Saint-Yzans-de-Médoc;Bordeaux;Nouvelle-Aquitaine;Oui;mfr;mfr;;2;2021-12-17;0330175L;0330175L;;
78192416200014;0330174K;MAISONS FAMILIALES CENTRE D APPRENTIS;;75331009733;actif;responsable_formateur;34 Rue du Lt Cnl Jean de Lagarrigue 33340 Lesparre-Médoc;Bordeaux;Nouvelle-Aquitaine;Oui;mfr;mfr;;1;2021-12-17;0330174K;0330174K;;
39293097000034;0313021R;MAISON FAMILIALE RURBAINE DE TOULOUSE NORD;;73310196631;actif;responsable_formateur;Impasse de la Saudrune 31140 Launaguet;Toulouse;Occitanie;Oui;;mfr;;1;2021-12-17;0313021R;0311879Z;0312559N;
78323563300014;0840787Z;ASS MAISON FAMILIALE RURALE;;93840360384;actif;responsable_formateur;425 Petit Chemin de Carpentras 84170 Monteux;Aix-Marseille;Provence-Alpes-Côte d'Azur;Oui;mfr;mfr;;1;2021-12-17;0840787Z;0840787Z;;
77595210400013;0301432U;MAIS FAMIL RURALE VEZENOBRES;;91300174330;actif;responsable_formateur;Route de Deaux 30360 Vézénobres;Montpellier;Occitanie;Oui;mfr;mfr;;1;2021-12-17;0301432U;0301432U;;
32786668700020;0301431T;MFR LA PINEDE;;91300242730;actif;responsable_formateur;6086 RTE DEPARTEMENTALE 999 30320 MARGUERITTES;Montpellier;Occitanie;Oui;mfr;mfr;;5;2021-12-17;0301431T;0301431T;0301633M;
39904081500017;0301430S;ASS MAISON FAMILIALE PT DU GARD;;91300127530;actif;responsable_formateur;Route d’Uzès 30210 Castillon-du-Gard;Montpellier;Occitanie;Oui;mfr;mfr;;2;2021-12-17;0301430S;0301430S;;
35267239800018;;MAISON FAMILIALE RURALE PETITE CAMARGUE;;91300340030;fermé;inconnue;Rue sous le Mas 30660 Gallargues-le-Montueux;Montpellier;Occitanie;Oui;;mfr;1;;2021-12-17;0301330H;0301330H;;
39468714900028;0912098L;ASS MAISON FAMILIALE URBAINE ESSONNE;;11910237491;actif;responsable_formateur;Ormoy-la-Rivière;Versailles;Île-de-France;Oui;;mfr;;1;2021-12-17;0912098L;0912098L;;
77757417900019;0291961Z;MAISON FAMILIALE RURALE EDUCA ET ORIENT;;53290657229;actif;responsable_formateur;Morlaix;Rennes;Bretagne;Oui;mfr;mfr;;1;2021-12-17;0291961Z;0291961Z;;
32322209100015;0291843W;MAISON FAMILIALE RURALE EDUCA ORIENT;;53290862929;actif;responsable_formateur;41 Rue Georges Clémenceau 29400 Landivisiau;Rennes;Bretagne;Oui;mfr;mfr;;1;2021-12-17;0291843W;0291603K;0291843W;
77754012100012;0291842V;MFR DE RUMENGOL;;53290932129;actif;responsable_formateur;Le Bourg Rumengol 29590 Le Faou;Rennes;Bretagne;Oui;mfr;mfr;;1;2021-12-17;0291842V;0291842V;;
30754662200019;0291790N;MFR IREO DE LESNEVEN;;53290326929;actif;responsable_formateur;Rue de Lesneven 29260 Plouider;Rennes;Bretagne;Oui;mfr;mfr;1;1;2021-12-17;0291790N;0291790N;0292160R;
32322210900015;;MAISON FAMILIALE RURALE EDUCA ORIENT;;53290936529;fermé;inconnue;Rue de Châteaulin 29190 Pleyben;Rennes;Bretagne;Oui;mfr;mfr;1;;2021-12-17;0291603K;0291603K;;
77939329700014;0261097B;MAISON FAMILIALE RURALE ET D'EDUCATION;;82260161826;actif;responsable_formateur;10 Rue de l'Europe 26140 Anneyron;Grenoble;Auvergne-Rhône-Alpes;Oui;mfr;mfr;2;1;2021-12-17;0261097B;0261097B;0692436Y;
77831080500016;0251816N;MAISON FAMILIALE RURALE EDUCATION ORIENT;;43250195625;actif;responsable_formateur;Sous les Sangles 25500 Les Fins;Besançon;Bourgogne-Franche-Comté;Oui;mfr;mfr;;1;2021-12-17;0251816N;0251816N;;
77835631100010;0251773S;ASS MAISON FAMILIALE ET INSTITUT RURAL;;43250148225;actif;responsable_formateur;36 Rue de Jésus 25530 Vercel-Villedieu-le-Camp;Besançon;Bourgogne-Franche-Comté;Oui;mfr;mfr;;1;2021-12-17;0251773S;0251773S;0251824X;
77833200700013;0251729U;MAISON FAMILIALE RURALE;;43250169125;actif;responsable_formateur;Rue des Planches 25660 Morre;Besançon;Bourgogne-Franche-Comté;Oui;mfr;mfr;;1;2021-12-17;0251729U;0251729U;;
32274692600011;0241092G;MAISON FAMILIALE RURALE DE PERIGUEUX;;72240025424;actif;responsable_formateur;20 Rue de Beaulieu 24000 Périgueux;Bordeaux;Nouvelle-Aquitaine;Oui;;mfr;;3;2021-12-17;0241092G;0241092G;;
33473281500017;0241072K;MAISON FAMILIALE RURALE DU PERIGORD NOIR;;72240079024;actif;responsable_formateur;Place du Champ de Mars 24590 Salignac-Eyvigues;Bordeaux;Nouvelle-Aquitaine;Oui;mfr;mfr;;1;2021-12-17;0241072K;0241072K;;
31172039500020;0241068F;MAISON FAMILIALE RURALE DU RIBERACOIS;;72240035924;actif;responsable_formateur;MAISON FAMILIALE RURALE 24600 VANXAINS;Bordeaux;Nouvelle-Aquitaine;Oui;mfr;mfr;;2;2021-12-17;0241068F;0241068F;;
78166963500018;0241048J;MAISON FAMILIALE RURALE;;75240195924;actif;responsable_formateur;Cité de Picou 24130 La Force;Bordeaux;Nouvelle-Aquitaine;Oui;mfr;mfr;;1;2021-12-17;0241048J;0241048J;0332981L;
78174099800013;0241047H;MAISON FAMILIALE RURALE DU PERIGORDVERT;;72240033624;actif;responsable_formateur;La Filolie 24800 Thiviers;Bordeaux;Nouvelle-Aquitaine;Oui;mfr;mfr;;2;2021-12-17;0241047H;0241047H;;
77739516100014;0221712S;MAISON FAMILIALE RURALE EDUCA ORIENT;;53220249322;actif;responsable_formateur;33 Rue Anatole le Braz 22600 Loudéac;Rennes;Bretagne;Oui;mfr;mfr;;1;2021-12-17;0221712S;0221712S;0222010R;
19210012100024;;LYCEE GENERAL TECHNO STEPHEN LIEGEARD;CTRE ACAD FORMATION CONTINUE;;actif;inconnue;60e Avenue du 14 Juillet 21300 Chenôve;Dijon;Bourgogne-Franche-Comté;Non;;mfr;;;2021-12-17;0212057X;0212057X;;
77825876400019;0211579C;MAISON FAMILIALE RURALE;;26210336121;actif;responsable_formateur;10 Rue du Couvent 21140 Semur-en-Auxois;Dijon;Bourgogne-Franche-Comté;Oui;mfr;mfr;;1;2021-12-17;0211579C;0211579C;;
77824817900013;0211575Y;MAISON FAMILIALE RURALE;;26210138421;actif;responsable_formateur;Grande Rue 21200 Ruffey-lès-Beaune;Dijon;Bourgogne-Franche-Comté;Oui;mfr;mfr;1;1;2021-12-17;0211575Y;0211575Y;0212209M;
77824598500024;0211530Z;MAISON FAMIL INST EDUCATION ORIENTATION;;26210055021;actif;responsable_formateur;33 Boulevard de Bellevue 21800 Quetigny;Dijon;Bourgogne-Franche-Comté;Oui;mfr;mfr;;1;2021-12-17;0211530Z;0211530Z;;
77816355000016;0211529Y;MAISON FAMILIALE RURALE;;26210279821;actif;responsable_formateur;Baigneux-les-Juifs;Dijon;Bourgogne-Franche-Comté;Oui;mfr;mfr;;1;2021-12-17;0211529Y;0211529Y;;
77849371800010;0700957K;MAISON FAMILIALE RURALE;;43700023870;actif;responsable_formateur;13 Rue de la Vaivre 70320 Aillevillers-et-Lyaumont;Besançon;Bourgogne-Franche-Comté;Oui;mfr;mfr;;1;2021-12-17;0700957K;0700957K;;
78135632400017;0171552V;MFR DE LA SAINTONGE ET DE L AUNIS;;54170134917;actif;responsable_formateur;15 Avenue de Saintes 17240 Saint-Genis-de-Saintonge;Poitiers;Nouvelle-Aquitaine;Oui;mfr;mfr;;5;2021-12-17;0171552V;0171552V;;
78131244200028;0171318R;MAISON FAMILIALE D'EDUCAT ET D ORIENTATION FORET ENVIRONNEMENT;;54170034217;actif;responsable_formateur;74 Avenue de Paris 17210 Chevanceaux;Poitiers;Nouvelle-Aquitaine;Oui;mfr;mfr;;1;2021-12-17;0171318R;0171318R;;
