Siret,UAI validée,Raison sociale,Enseigne,numero_declaration_activite,etat_administratif,Nature,Adresse,Académie,Région,Qualiopi,Réseaux,Réseau à jour,Nombre de relations,Nombre de lieux de formation,Date d'import,UAI probable,UAI potentielle 1,UAI potentielle 2,UAI potentielle 3,UAI potentielle 4,UAI potentielle 5,UAI potentielle 6,UAI potentielle 7,UAI potentielle 8,UAI potentielle 9,UAI potentielle 10,UAI potentielle 11,UAI potentielle 12,UAI potentielle 13,UAI potentielle 14,UAI potentielle 15,UAI potentielle 16,UAI potentielle 17,UAI potentielle 18,UAI potentielle 19,UAI potentielle 20,UAI potentielle 21,UAI potentielle 22,UAI potentielle 23,UAI potentielle 24,UAI potentielle 25,UAI potentielle 26,UAI potentielle 27,UAI potentielle 28,UAI potentielle 29,UAI potentielle 30,UAI potentielle 31,UAI potentielle 32,UAI potentielle 33,UAI potentielle 34,UAI potentielle 35,UAI potentielle 36,UAI potentielle 37,UAI potentielle 38,UAI potentielle 39,UAI potentielle 40,UAI potentielle 41,UAI potentielle 42,UAI potentielle 43,UAI potentielle 44,UAI potentielle 45,UAI potentielle 46,UAI potentielle 47,UAI potentielle 48,UAI potentielle 49,UAI potentielle 50,UAI potentielle 51,UAI potentielle 52,UAI potentielle 53,UAI potentielle 54,UAI potentielle 55,UAI potentielle 56,UAI potentielle 57,UAI potentielle 58,UAI potentielle 59,UAI potentielle 60
78141384400015,,ASS ENSEIGNEMENT CATHOLIQUE DE BRESSUIRE,,54790007279,actif,formateur,4 Rue du Docteur Brillaud 79300 Bressuire,Poitiers,Nouvelle-Aquitaine,Non,,cfa ec,1,3,2022-01-25,0791099R,0790080H,0791099R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43868938200010,0741286W,ASS GESTION ENSEMBLE SCOLAIRE CATHOLIQUE,,,fermé,formateur,261 Avenue des Voirons 74800 La Roche-sur-Foron,Grenoble,Auvergne-Rhône-Alpes,Non,,cfa ec,2,2,2021-12-17,0741286W,0740092Y,0741279N,0741286W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43868938200036,,ASS GESTION ENSEMBLE SCOLAIRE CATHOLIQUE,,82740035074,actif,formateur,210 Rue Ingénieur Sansoube 74800 La Roche-sur-Foron,Grenoble,Auvergne-Rhône-Alpes,Non,,cfa ec,2,1,2022-02-11,0740092Y,0740092Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40112310400010,,ASS LES GADELLES-OGEC LYCEE JEANNE D ARC,,23760492176,actif,inconnue,22 Rue Général de Gaulle 76310 Sainte-Adresse,Normandie,Normandie,Oui,cfa ec,cfa ec,1,,2021-12-17,0763153P,0761735Y,0763153P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40112310400044,,ASS LES GADELLES-OGEC LYCEE JEANNE D ARC,,23760492176,actif,inconnue,1 Place Germaine Coty 76620 Le Havre,Normandie,Normandie,Oui,,cfa ec,1,,2021-12-17,0763153P,0763153P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78430857900027,,ASS LTP ALBERT DE MUN,,11754931375,actif,formateur,2 Rue d’Olivet 75007 Paris,Paris,Île-de-France,Non,cfa ec,cfa ec,2,1,2022-01-25,0754030Y,0754030Y,0754458N,0754917M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77661346500017,0740152N,ASS OGEC CECAM,,,actif,formateur,Montée de Beauregard 74490 Saint-Jeoire,Grenoble,Auvergne-Rhône-Alpes,Non,,cfa ec,1,1,2021-12-17,0740152N,0740152N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77762037800011,,ASS OGEC LE PARACLET,,,actif,formateur,35 Avenue des Glenan 29000 Quimper,Rennes,Bretagne,Non,,cfa ec,1,1,2022-01-25,0292398Z,0290186V,0292398Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49071569500048,,ASS OGEC POITIERS NORD,,54860100486,fermé,inconnue,62 Rue du Porteau 86000 Poitiers,Poitiers,Nouvelle-Aquitaine,Oui,,cfa ec,3,2,2021-12-17,,0860789R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49071569500055,,ASS OGEC POITIERS NORD,,54860100486,actif,formateur,62 Rue du Porteau 86000 Poitiers,Poitiers,Nouvelle-Aquitaine,Oui,cfa ec,cfa ec,1,2,2021-12-17,0861360L,0860789R,0861360L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78454451200014,,ASS OGEC REBOURS,,11755326775,actif,formateur,44 Boulevard Auguste Blanqui 75013 Paris,Paris,Île-de-France,Non,,cfa ec,2,1,2022-01-25,,0754042L,0754458N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77539527000017,0410854F,ASS RESPONSABLE LEP RURAL SAINTE CECILE,,24410062941,actif,formateur,12 Rue Saint-Laurent 41800 Montoire-sur-le-Loir,Orléans-Tours,Centre-Val de Loire,Non,,cfa ec,1,1,2022-01-25,0410854F,0410854F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77538336700015,0410855G,ASSO RESP DU LEA PRIVE DE BOISSAY,,24410132341,actif,formateur,Route de Boissay (Feings) 41120 Le Controis-en-Sologne,Orléans-Tours,Centre-Val de Loire,Non,,cfa ec,1,1,2022-01-25,0410855G,0410855G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32969233900016,0440175B,ASSOC GESTION ETS CATHOLIQUES ENSEIGNEME,,,actif,formateur,Route de Redon 44530 Saint-Gildas-des-Bois,Nantes,Pays de la Loire,Non,,cfa ec,1,1,2022-01-25,0440981C,0440981C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77614419800012,,ASSOCIATION DE GESTION ASSOCIATION RESPONSABLE DU LEAP BEAUSOLEIL,,,actif,formateur,Rue Beau Soleil 66400 Céret,Montpellier,Occitanie,Non,,cfa ec,1,1,2021-12-17,0660632D,0660632D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31693391000010,,ASSOCIATION DE GESTION DU COLLEGE ET DU LYCEE CATHOLIQUES PRIVES LA SALLE SAINT-CHARLES,,98973071397,actif,responsable_formateur,2 Rue Rodier 97410 Saint-Pierre,La Réunion,La Réunion,Oui,,cfa ec,,1,2021-12-17,9741691V,9740835P,9741255W,9741691V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34062331300012,,ASSOCIATION DE GESTION LYCEE JEAN BOSCO,,,actif,inconnue,19 Place du Maréchal Foch 62340 Guînes,Lille,Hauts-de-France,Non,,cfa ec,1,,2022-01-25,0624103Y,0622150A,0624103Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78512432200013,,ASSOCIATION DE GESTION OGEC DE SAINT-THOMAS DE VILLENEUVE,,,actif,formateur,15 Rue des Louviers 78100 Saint-Germain-en-Laye,Versailles,Île-de-France,Non,,cfa ec,2,2,2022-01-25,,0781581V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78512432200039,,ASSOCIATION DE GESTION OGEC DE SAINT-THOMAS DE VILLENEUVE,LYCEE TECHNOL PRIVE ST THOMAS VILLENEUVE,,actif,formateur,15 Rue des Louviers 78100 Saint-Germain-en-Laye,Versailles,Île-de-France,Non,,cfa ec,3,1,2022-03-21,,0783323N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32693006200137,,ASSOCIATION DES FONDATEURS ET PROTECTEURS DE L'INSTITUT CATHOLIQUE DE LYON,,82690692669,actif,formateur,23 Place Carnot 69002 Lyon,Lyon,Auvergne-Rhône-Alpes,Oui,,cfa ec,1,1,2021-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32693006200145,0690195M,ASSOCIATION DES FONDATEURS ET PROTECTEURS DE L'INSTITUT CATHOLIQUE DE LYON,,82690692669,actif,responsable_formateur,10 Place des Archives 69002 Lyon,Lyon,Auvergne-Rhône-Alpes,Oui,,cfa ec,3,5,2021-12-17,0690195M,0690195M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77774582900013,,ASSOCIATION ECOLE JEANNE D ARC,,53351032035,actif,formateur,61 Rue la Fontaine 35700 Rennes,Rennes,Bretagne,Non,,cfa ec,1,1,2021-12-17,0350797B,0350797B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77639524600015,0420991Z,ASSOCIATION SAINTE THERESE FORMATION,,82420001542,actif,responsable_formateur,48 Boulevard Thiers 42000 Saint-Étienne,Lyon,Auvergne-Rhône-Alpes,Non,,cfa ec,3,2,2021-12-17,0420991Z,0420991Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77635604000019,,ASSOCIATION SCOLAIRE STE MARIE LA GRAND GRANGE,,,actif,inconnue,15 Route du Coin 42400 Saint-Chamond,Lyon,Auvergne-Rhône-Alpes,Non,,cfa ec,,,2022-01-25,0421022H,0420996E,0421022H,0421799C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77639523800046,,CATHOLIQUE SCE JEUNESSE LYC RENOUVEAU,,82420241742,actif,responsable_formateur,Allée des Bois 42530 Saint-Genest-Lerpt,Lyon,Auvergne-Rhône-Alpes,Non,,cfa ec,,1,2022-01-25,0422160V,0422160V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43373584200018,,CENTRE DE FORMATION JEAN BOSCO,,31620154662,actif,formateur,19 Place du Maréchal Foch 62340 Guînes,Lille,Hauts-de-France,Non,,cfa ec,1,1,2022-01-25,0624103Y,0624103Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77599338900011,,COLLEGE ET LYCEE AGRICOLE PRIVES,,,actif,formateur,Avenue de la Piscine 34800 Clermont-l'Hérault,Montpellier,Occitanie,Non,,cfa ec,1,2,2022-01-25,0341472R,0341472R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78017343100021,,ECOLE AGRICOLE PRIVEE ROBERT SCHUMANN,,,actif,inconnue,10 Route d’Ugny 02300 Chauny,Amiens,Hauts-de-France,Non,,cfa ec,,,2021-12-17,0021818R,0021818R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78001517800012,,ECOLE NOTRE DAME,,44570407257,actif,formateur,Route de Metz 57245 Peltre,Nancy-Metz,Grand Est,Non,,cfa ec,1,1,2022-01-25,,0570210U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78001517800046,,ECOLE NOTRE DAME,LYCEE ENSEIGTECHNIQUE,,actif,responsable,Route de Metz 57245 Peltre,Nancy-Metz,Grand Est,Non,,cfa ec,1,,2021-12-17,0570210U,0570210U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52980107800013,0740098E,ENSEIGNEMENT CATHOLIQUE DE SALLANCHES,,82740256674,actif,inconnue,Ancienne Route Impériale 74700 Sallanches,Grenoble,Auvergne-Rhône-Alpes,Non,,cfa ec,1,,2022-01-25,0740098E,0693764S,0740098E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52980107800047,,ENSEIGNEMENT CATHOLIQUE DE SALLANCHES,,,actif,formateur,Rue du Colonney 74700 Sallanches,Grenoble,Auvergne-Rhône-Alpes,Non,,cfa ec,2,2,2022-01-25,0740155S,0740098E,0740155S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30296432500062,,ENSEIGNEMENT CATHOLIQUE THONON,LYCEE PRIVE ST JOSEPH,84740320974,actif,formateur,5 Avenue du Léman 74200 Thonon-les-Bains,Grenoble,Auvergne-Rhône-Alpes,Non,,cfa ec,1,2,2022-01-25,0740100G,0740100G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78016449700031,,ENSEMBLE SAINT ANTOINE SAINTE SOPHIE,,32020137802,actif,formateur,22 Rue Pierre Curie 02110 Bohain-en-Vermandois,Amiens,Hauts-de-France,Non,,cfa ec,1,2,2022-01-25,0022187S,0020498F,0022022M,0022131F,0022187S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80443252400010,,FEDERATION ROUBAISIENNE DE L ENSEIGNEMENT SECONDAIRE CATHOLIQUE,,31590878459,actif,responsable_formateur,21 Rue Pellart 59100 Roubaix,Lille,Hauts-de-France,Non,,cfa ec,2,2,2022-01-25,0596960V,0596960V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80443252400044,,FEDERATION ROUBAISIENNE DE L ENSEIGNEMENT SECONDAIRE CATHOLIQUE,,,actif,inconnue,103 Boulevard de Metz 59100 Roubaix,Lille,Hauts-de-France,Non,,cfa ec,1,,2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77568879900052,0940853S,FONDATION APPRENTIS D'AUTEUIL,MAISON DU SACRE COEUR,11751561875,actif,responsable_formateur,3 Boulevard de Stalingrad 94320 Thiais,Créteil,Île-de-France,Oui,,cfa ec,14,3,2021-12-17,0940853S,0754458N,0756019K,0940853S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77568879900185,0560197K,FONDATION APPRENTIS D'AUTEUIL,MAISON ST MICHEL,11751561875,actif,responsable_formateur,Saint-Michel 56320 Priziac,Rennes,Bretagne,Oui,,cfa ec,14,4,2021-12-17,0560197K,0560197K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77568879900383,,FONDATION APPRENTIS D'AUTEUIL,LYCEE PROFESSIONNEL PRIVE NOTRE DAME,11751561875,actif,formateur,Les Vaux 28240 Saint-Maurice-Saint-Germain,Orléans-Tours,Centre-Val de Loire,Oui,,cfa ec,14,4,2021-12-17,0280684S,0280684S,0281101V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77568879900458,0442071M,FONDATION APPRENTIS D'AUTEUIL,LYCEE PROFESS HOTELIER DANIEL BROTTIER,11751561875,actif,responsable_formateur,Chemin du Couvent 44340 Bouguenais,Nantes,Pays de la Loire,Oui,,cfa ec,14,2,2021-12-17,0442071M,0442071M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77568879900615,0753217P,FONDATION APPRENTIS D'AUTEUIL,LYCEE ENSEIGNEMENT PROFESSIONNEL,11751561875,actif,responsable_formateur,40 Rue Jean de la Fontaine 75016 Paris,Paris,Île-de-France,Oui,,cfa ec,15,3,2021-12-17,0753217P,0753217P,0754458N,0756019K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77568879901019,,FONDATION APPRENTIS D'AUTEUIL,,11751561875,actif,formateur,39 Avenue du 6 Juin 14100 Lisieux,Normandie,Normandie,Oui,,cfa ec,14,3,2021-12-17,0141197A,0141197A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77568879901142,0311270M,FONDATION APPRENTIS D'AUTEUIL,,11751561875,actif,formateur,200 Rue Buissonniére 31670 Labège,Toulouse,Occitanie,Oui,,cfa ec,14,3,2021-12-17,0371259T,0311270M,0371259T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77568879901332,,FONDATION APPRENTIS D'AUTEUIL,,11751561875,actif,inconnue,53 Avenue Massenat Deroche 91460 Marcoussis,Versailles,Île-de-France,Oui,,cfa ec,14,2,2021-12-17,,0783606W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77568879901340,,FONDATION APPRENTIS D'AUTEUIL,,11751561875,actif,formateur,Chemin de la Tourache 06130 Grasse,Nice,Provence-Alpes-Côte d'Azur,Oui,,cfa ec,15,3,2021-12-17,0062083G,0062083G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77568879901878,,FONDATION APPRENTIS D'AUTEUIL,CFC SAINT LOUIS,11751561875,actif,formateur,105 Rue Nicolas-Louis Vauquelin 31100 Toulouse,Toulouse,Occitanie,Oui,,cfa ec,14,3,2021-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77568879902181,,FONDATION APPRENTIS D'AUTEUIL,,11751561875,actif,formateur,38 Avenue des Tourondes 82300 Caussade,Toulouse,Occitanie,Oui,,cfa ec,14,2,2021-12-17,0820551D,0820551D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77555830700028,,FORMATION ET METIER,LPP DE ST HENRI,93130322913,actif,formateur,Chemin de Bernex 13016 Marseille,Aix-Marseille,Provence-Alpes-Côte d'Azur,Oui,,cfa ec,5,1,2021-12-17,0134072F,0131433M,0134072F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77555830700044,,FORMATION ET METIER,LPP DE LA CABUCELLE,93130322913,actif,formateur,16 Boulevard Denis Papin 13015 Marseille,Aix-Marseille,Provence-Alpes-Côte d'Azur,Oui,,cfa ec,5,1,2021-12-17,,0131463V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77555830700069,,FORMATION ET METIER,IMPRO DES MARRONNIERS,93130322913,actif,formateur,31 Boulevard de Saint Loup 13010 Marseille,Aix-Marseille,Provence-Alpes-Côte d'Azur,Oui,,cfa ec,5,1,2021-12-17,0132577F,0132577F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77555830700085,,FORMATION ET METIER,LYCEE JACQUES RAYNAUD,93130322913,actif,formateur,59 Traverse Charles Susini 13013 Marseille,Aix-Marseille,Provence-Alpes-Côte d'Azur,Oui,,cfa ec,5,1,2021-12-17,0133853T,0132790M,0133853T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77555830700168,,FORMATION ET METIER,LE PIED A L'ETRIER,93130322913,fermé,inconnue,325 Chemin de la Carraire 13760 Saint-Cannat,Aix-Marseille,Provence-Alpes-Côte d'Azur,Oui,,cfa ec,6,1,2021-12-17,0133823K,0133823K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77555830700184,0133864E,FORMATION ET METIER,LE PIED A L ETRIER,93130322913,actif,responsable_formateur,4bis Av Mal de Lattre de Tassigny 13090 Aix-en-Provence,Aix-Marseille,Provence-Alpes-Côte d'Azur,Oui,,cfa ec,9,1,2021-12-17,0133864E,0133864E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77913565600014,0430103D,GROUPE SCOLAIRE PROFESS CATHOLIQUE,,,actif,formateur,1 Place Néron 43120 Monistrol-sur-Loire,Clermont-Ferrand,Auvergne-Rhône-Alpes,Non,,cfa ec,2,2,2021-12-17,0430103D,0430103D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77694410000010,0310155A,INSTITUT CATHOLIQUE,,73310040131,actif,responsable_formateur,31 Rue de la Fonderie 31000 Toulouse,Toulouse,Occitanie,Oui,,cfa ec,1,2,2021-12-17,0310155A,0310155A,0312763K,0312861S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88325473200018,0342456K,INSTITUT CATHOLIQUE DE FORMATION PAR ALTERNANCE,,76341069234,actif,responsable_formateur,18 Rue de la Garenne 34090 Montpellier,Montpellier,Occitanie,Oui,,cfa ec,6,9,2021-12-17,0342456K,0342456K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34012780200015,,INSTITUT NICOLAS BARRE,,31590068559,actif,formateur,145 Avenue Marc Sangnier 59280 Armentières,Lille,Hauts-de-France,Non,cfa ec,cfa ec,1,3,2022-01-25,0594889U,0593060F,0594889U,0597090L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78017341500016,,INSTITUTION ST CHARLES,,,actif,formateur,1 Rue du Brouage 02300 Chauny,Amiens,Hauts-de-France,Non,,cfa ec,2,1,2022-02-11,0022150B,0021870X,0022150B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78017341500032,,INSTITUTION ST CHARLES,LEP PRIVE SAINT CHARLES,,actif,formateur,1 Rue du Brouage 02300 Chauny,Amiens,Hauts-de-France,Non,,cfa ec,2,1,2022-02-11,,0021906L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78428100800010,,L E T CARCADO SAISSEVAL,,11751615875,actif,formateur,121 Boulevard Raspail 75006 Paris,Paris,Île-de-France,Non,cfa ec,cfa ec,1,1,2021-12-17,0754029X,0754029X,0754458N,0755237K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78001478300010,0572101Z,LEP PRIVE SAINT-ANDRE,,41570053657,actif,responsable_formateur,1 Rue de l’Eglise 57840 Ottange,Nancy-Metz,Grand Est,Oui,,cfa ec,,3,2021-12-17,0572101Z,0572101Z,0572201H,0573519R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77744124700015,,LYCEE D ENSEIGNEMENT AGRICOLE PRIVE POMMERIT,,,actif,formateur,Chef du Pont 22450 La Roche-Jaudy,Rennes,Bretagne,Non,,cfa ec,1,2,2021-12-17,0221593M,0221593M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77600113300011,,LYCEE ENSEIG PROFES AGRICOLE PRIVE,,,actif,formateur,1 Rue de l’Albarède 34190 Ganges,Montpellier,Occitanie,Non,,cfa ec,1,2,2022-01-25,,0341473S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77555960200039,,LYCEE PROFESSIONNEL CHARLES PEGUY,,,actif,formateur,Rue Sylvabelle 13006 Marseille,Aix-Marseille,Provence-Alpes-Côte d'Azur,Non,,cfa ec,2,1,2022-01-25,,0131402D,0133339J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77566401400013,,LYCEE TECHNIQUE PRIVE ST NICOLAS,,11751355175,actif,formateur,92 Rue de Vaugirard 75006 Paris,Paris,Île-de-France,Non,,cfa ec,3,1,2021-12-17,0754025T,0754025T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78428645200023,,OEUVRE DE SAINT NICOLAS,ECOLE AGRICOLE PRIVEE,,actif,formateur,10 Avenue de la Division Leclerc 91430 Igny,Versailles,Île-de-France,Non,,cfa ec,2,1,2021-12-17,0910831J,0910831J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34835568600067,,OGEC  SAINT JOSEPH  SAINT PAUL,LEP PRIVE SAINT JOSEPH,,actif,formateur,28 Avenue Fontaine-Argent 25000 Besançon,Besançon,Bourgogne-Franche-Comté,Non,,cfa ec,3,2,2022-01-25,0251021Z,0251021Z,0251592V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34835568600133,,OGEC  SAINT JOSEPH  SAINT PAUL,LYCEE GEN ET TECHNOL PRIVE ST PAUL,,actif,formateur,8 Boulevard Diderot 25000 Besançon,Besançon,Bourgogne-Franche-Comté,Non,,cfa ec,3,1,2022-01-25,0251021Z,0251021Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34835568600158,,OGEC  SAINT JOSEPH  SAINT PAUL,,,actif,inconnue,8bis Boulevard Diderot 25000 Besançon,Besançon,Bourgogne-Franche-Comté,Non,,cfa ec,2,,2022-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41024149100019,,OGEC AEP HAZPARNE,,72640053564,actif,formateur,1 Route des Missionnaires 64240 Hasparren,Bordeaux,Nouvelle-Aquitaine,Non,,cfa ec,2,2,2022-01-25,0640181Z,0640181Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77587588300016,,OGEC AEP LYCEE PASTEUR,,76300467430,actif,formateur,3 Rue Pasteur 30110 La Grand-Combe,Montpellier,Occitanie,Non,,cfa ec,1,2,2022-01-25,0300109F,0300109F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38085761500013,,OGEC AGRICOLE PRIVE ST ANTOINE,,54170178217,actif,responsable_formateur,Bois,Poitiers,Nouvelle-Aquitaine,Non,,cfa ec,1,3,2022-01-25,0171265H,0171265H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77634558900027,,OGEC ARAGO - STE ANNE,LEP,,actif,formateur,28 Rue Arago 42300 Roanne,Lyon,Auvergne-Rhône-Alpes,Non,,cfa ec,2,1,2022-01-25,0420974F,0420974F,0420987V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
