Siret,UAI validée,Raison sociale,Enseigne,numero_declaration_activite,etat_administratif,Nature,Adresse,Académie,Région,Qualiopi,Réseaux,Réseau à jour,Nombre de relations,Nombre de lieux de formation,Date d'import,UAI probable,UAI potentielle 1,UAI potentielle 2,UAI potentielle 3,UAI potentielle 4,UAI potentielle 5,UAI potentielle 6,UAI potentielle 7,UAI potentielle 8,UAI potentielle 9,UAI potentielle 10,UAI potentielle 11,UAI potentielle 12,UAI potentielle 13,UAI potentielle 14,UAI potentielle 15,UAI potentielle 16,UAI potentielle 17,UAI potentielle 18,UAI potentielle 19,UAI potentielle 20,UAI potentielle 21,UAI potentielle 22,UAI potentielle 23,UAI potentielle 24,UAI potentielle 25,UAI potentielle 26,UAI potentielle 27,UAI potentielle 28,UAI potentielle 29,UAI potentielle 30,UAI potentielle 31,UAI potentielle 32,UAI potentielle 33,UAI potentielle 34,UAI potentielle 35,UAI potentielle 36,UAI potentielle 37,UAI potentielle 38,UAI potentielle 39,UAI potentielle 40,UAI potentielle 41,UAI potentielle 42,UAI potentielle 43,UAI potentielle 44,UAI potentielle 45,UAI potentielle 46,UAI potentielle 47,UAI potentielle 48,UAI potentielle 49,UAI potentielle 50,UAI potentielle 51,UAI potentielle 52,UAI potentielle 53,UAI potentielle 54,UAI potentielle 55,UAI potentielle 56,UAI potentielle 57,UAI potentielle 58,UAI potentielle 59,UAI potentielle 60
78835315900015,0440246D,LES  ABEILLES DE SAINT CLAIR,LYCEE PRIVE TECHNIQUE SACRE COEUR,,actif,formateur,3 Rue Francis Portais 44100 Nantes,Nantes,Pays de la Loire,Non,,cfa ec,1,1,2022-01-25,0440246D,0440246D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34207112300018,,LPP PRIVE ST MICHEL,,,actif,formateur,20 Avenue du Général de Gaulle 33290 Blanquefort,Bordeaux,Nouvelle-Aquitaine,Non,,cfa ec,1,3,2022-01-25,0331548D,0331548D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19030126700018,,LYCEE ENSEIG TECHNOLOG PRIVE ANNA RODIER,,,fermé,formateur,39 Cours Jean Jaurés 03000 Moulins,Clermont-Ferrand,Auvergne-Rhône-Alpes,Non,,cfa ec,2,1,2022-05-30,,0031041R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78494236900025,,LYCEE PRIVE BLANCHE DE CASTILLE,,,actif,formateur,42bis Rue du Château 77300 Fontainebleau,Créteil,Île-de-France,Non,,cfa ec,1,1,2022-01-25,,0771200L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78050732300019,,LYCEE PROF PRIVE ST VINCENT DE PAUL,,32600350760,actif,formateur,8 Boulevard du Général de Gaulle 60000 Beauvais,Amiens,Hauts-de-France,Non,,cfa ec,1,2,2022-01-25,0601162M,0601162M,0601950U,0602134U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78142229000010,,LYCEE PROFESSIONNEL PRIVE,,54790069679,actif,formateur,5 Rue de la Sagesse 79700 Mauléon,Poitiers,Nouvelle-Aquitaine,Non,,cfa ec,1,1,2022-03-21,,0790977H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77904014600028,,LYCEE PROFESSIONNEL PRIVE ANNA RODIER,OGEC ANNA RODIER,,actif,formateur,10 Rue de Bourgogne 03000 Moulins,Clermont-Ferrand,Auvergne-Rhône-Alpes,Non,,cfa ec,2,2,2022-01-25,,0031041R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34989610000022,,LYCEE PROFESSIONNEL PRIVE BEL-AIR,,01973117397,actif,inconnue,ZAC Moudong Nord 97122 Baie-Mahault,Guadeloupe,Guadeloupe,Oui,,cfa ec,,,2021-12-17,9710993C,0693492W,9710879D,9710993C,9711311Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39974132100018,,LYCEE SAINT ANDRE,LYCEE ST ANDRE NOTRE DAME,54790050579,actif,formateur,14 Rue de Souché 79000 Niort,Poitiers,Nouvelle-Aquitaine,Non,,cfa ec,1,1,2022-01-25,0791159F,0790078F,0791159F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77988346100013,,LYCEE TECHNIQUE PRIVE ICOF,,,actif,formateur,8 Avenue Debrousse 69005 Lyon,Lyon,Auvergne-Rhône-Alpes,Non,,cfa ec,1,1,2022-01-25,0690631L,0690631L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78111881500013,,LYCEE TECHNIQUE PRIVE LES TOURELLES,,23760308276,actif,formateur,53 Rue Verte 76000 Rouen,Normandie,Normandie,Non,,cfa ec,2,1,2021-12-17,0761341V,0761341V,0762312A,0762635B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77772221600010,,LYCEE TECHNOLOGIQUE PRIVE MARCEL CALLO,,,actif,formateur,21 Avenue Etienne Gascon 35600 Redon,Rennes,Bretagne,Non,,cfa ec,3,2,2022-01-25,0352857R,0350791V,0352857R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31566803800021,,ORG DE GEST DE L'ENSEIGNEMT CATHO DU LYCEE LEVAVASSEUR ET DE SON ETABLISSEMENT SECONDAIRE CFA-ECR,,04973090397,actif,inconnue,4 Rue Fenelon 97400 Saint-Denis,La Réunion,La Réunion,Oui,,cfa ec,1,,2021-12-17,9741256X,9741256X,9741570N,9741588H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31566803800039,,ORG DE GEST DE L'ENSEIGNEMT CATHO DU LYCEE LEVAVASSEUR ET DE SON ETABLISSEMENT SECONDAIRE CFA-ECR,,04973090397,fermé,inconnue,5 Rue Andre Lardy 97438 Sainte-Marie,La Réunion,La Réunion,Oui,,cfa ec,2,,2021-12-17,,9741256X,9741570N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78292380900019,,ORG GEST ENS CATHO PASTRE GRANDE BASTIDE,,93131084613,actif,formateur,20 Avenue de la Grande Bastide 13009 Marseille,Aix-Marseille,Provence-Alpes-Côte d'Azur,Non,,cfa ec,1,1,2022-01-25,0134083T,0131382G,0131456M,0133339J,0134083T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34850953000013,,ORG GEST ETS CATHO PORTES CHARTREUSE,,,actif,formateur,Avenue de Stalingrad 38340 Voreppe,Grenoble,Auvergne-Rhône-Alpes,Non,,cfa ec,1,2,2022-01-25,0382943T,0381805F,0382943T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78080672500013,,ORGAN GESTION ENS CATHO FRANCOIS SALLES,,,actif,inconnue,8 Rue Portevin 27000 Évreux,Normandie,Normandie,Non,,cfa ec,1,,2022-01-25,0271070S,0271070S,0271449D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78080672500021,,ORGAN GESTION ENS CATHO FRANCOIS SALLES,LYCEE PRIVE SAINT FRANCOIS DE SALLES,,actif,inconnue,8 Rue Portevin 27000 Évreux,Normandie,Normandie,Non,,cfa ec,1,,2022-01-25,0271070S,0271070S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78079692600035,,ORGAN GESTION ENS CATHO L IMMACULEE,COLLEGE DE L'IMMACULEE,,actif,formateur,7 Rue de Verneuil 27240 Mesnils-sur-Iton,Normandie,Normandie,Non,,cfa ec,1,1,2022-02-18,,0271060F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78106277300036,,ORGAN GESTION ENS CATHO ST VINCENT DE PA,,23760475176,actif,inconnue,25 Rue Dumont d’Urville 76600 Le Havre,Normandie,Normandie,Non,,cfa ec,,,2021-12-17,0763500S,0763500S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37920430800033,0851415B,ORGANI GEST INSTIT CATHO ETUDE SUPER,,52850117485,actif,formateur,17 Boulevard des Belges 85000 La Roche-sur-Yon,Nantes,Pays de la Loire,Oui,,cfa ec,1,1,2021-12-17,0851415B,0851415B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77834089300016,,ORGANISM GESTION ETS ENS CATHOLIQ PONTAR,,,actif,inconnue,1 Faubourg Saint Etienne 25300 Pontarlier,Besançon,Bourgogne-Franche-Comté,Non,,cfa ec,1,,2022-01-25,,0251024C,0251590T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77834089300057,,ORGANISM GESTION ETS ENS CATHOLIQ PONTAR,OGEECAP SAINT BENIGNE,,actif,formateur,1 Rue du Chanoine Prenel 25300 Pontarlier,Besançon,Bourgogne-Franche-Comté,Non,,cfa ec,2,1,2022-01-25,0251112Y,0251112Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32122546800016,,ORGANISME GESTION ENSEIGNEMENT CATHOLIQU,,31590900159,actif,responsable_formateur,Rue des Anciens d’Afn 59630 Bourbourg,Lille,Hauts-de-France,Non,,cfa ec,1,2,2022-01-25,0593079B,0593079B,0597120U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44015315300018,,ORGANISME GESTION ENSEIGT CATHOLIQ ETAPL,,31620218262,actif,formateur,30 Rue des Berceaux 62630 Étaples,Lille,Hauts-de-France,Non,,cfa ec,1,3,2022-01-25,0624493X,0622136K,0622192W,0624493X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78562097200048,,ORGANISME GESTION ETS JBDE LA SALLE,,11930878393,actif,formateur,6 Place de la Resistance 93200 Saint-Denis,Créteil,Île-de-France,Non,,cfa ec,1,3,2021-12-17,0931797Y,0931797Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40483807000013,,ORGANISME GESTION LYCEE PASSY SAINT HONO,,11755257775,actif,responsable_formateur,117 Avenue Victor Hugo 75016 Paris,Paris,Île-de-France,Non,,cfa ec,1,3,2022-01-25,0754666P,0754458N,0754666P,0755977P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33461140700019,0640131V,SAINT DOMINIQUE,,72640096464,actif,responsable_formateur,30 Avenue Fouchet 64000 Pau,Bordeaux,Nouvelle-Aquitaine,Oui,,cfa ec,,1,2021-12-17,0640131V,0640131V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77639493400025,,SAINT MICHEL EDUCATION,LYCEE ET COLLEGE PRIVES ST MICHEL,,actif,formateur,4 Rue Jules Valles 42100 Saint-Étienne,Lyon,Auvergne-Rhône-Alpes,Non,,cfa ec,2,1,2022-03-21,,0421021G,0421804H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34980256100010,,SCI LYCEE PRIVE JEANNE D ARC,,,actif,inconnue,Boulevard Raymond Parpaillon 85600 Montaigu-Vendée,Nantes,Pays de la Loire,Non,,cfa ec,,,2022-01-25,0850136L,0850136L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78398196200021,,SYNDICAT AGRICOLE HAUTS CHAMPS,LYCEE D ENSEIGNEMENT AGRICOLE PRIVE DE COULOGNE,,actif,responsable_formateur,Route de Saint Omer 62137 Coulogne,Lille,Hauts-de-France,Non,,cfa ec,1,1,2021-12-17,0623279C,0623279C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78618852400015,0491027A,SYNDICAT ENSEIGNEMENT AGRIC POUILLE,,52490100849,actif,formateur,Pouillé 49130 Les Ponts-de-Cé,Nantes,Pays de la Loire,Non,agri,cfa ec,1,1,2021-12-17,0491027A,0491027A,0492504F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48170138100024,,UCO LA REUNION - ASSOCIATION DE GESTION DU CAMPUS DE L'ENSEIGNEMENT CATHOLIQUE,,04973146497,actif,inconnue,46 Bd Notre Dame de la Trinite 97400 Saint-Denis,La Réunion,La Réunion,Oui,,cfa ec,,,2022-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78071659300030,,UNION REGIONALE DE L' ENSEIGNEMENT CATHOLIQUE DE BASSE-NORMANDIE,,,actif,inconnue,535 Boulevard de la Paix 14200 Hérouville-Saint-Clair,Normandie,Normandie,Non,,cfa ec,,,2022-01-25,0142400H,0142400H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49188473000046,0221943T,ARFASS BRETAGNE,,53220855022,actif,responsable,Rue François Jacob 22190 Plérin,Rennes,Bretagne,Oui,cfa ec,Hors réseau CFA EC,17,,2021-12-17,0221943T,0221943T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79515829400079,,B ET C FORMATION,,24360083936,actif,inconnue,36 Avenue d’Argenton 36000 Châteauroux,Orléans-Tours,Centre-Val de Loire,Non,cfa ec,Hors réseau CFA EC,2,,2021-12-17,0451780R,0451780R,0754458N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19060793700074,0061603K,ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLE D'ANTIBES,CFA REGIONAL AGRICOLE D'ANTIBES,9306P002806,actif,responsable_formateur,88 Chemin des Maures 06600 Antibes,Nice,Provence-Alpes-Côte d'Azur,Oui,cfa ec|agri,Hors réseau CFA EC,15,1,2021-12-17,0061603K,0040493P,0040590V,0050012L,0050631J,0050647B,0050648C,0061603K,0062083G,0131656E,0133198F,0133852S,0133865F,0133979E,0134426R,0830184Z,0831557S,0831580S,0831637D,0840110N,0840606C,0840923X,0841023F,0841026J,0841155Z,0841156A,0841161F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
