MEF;DISPOSITIF_FORMATION;FORMATION_DIPLOME;DUREE_DISPOSITIF;ANNEE_DISPOSITIF;LIBELLE_COURT;LIBELLE_LONG;DATE_OUVERTURE;DATE_FERMETURE;STATUT_MEF;NB_OPTION_OBLIGATOIRE;NB_OPTION_FACULTATIF;RENFORCEMENT_LANGUE;DUREE_PROJET;DUREE_STAGE;HORAIRE;MEF_INSCRIPTION_SCOLARITE;MEF_STAT_11;MEF_STAT_9;DATE_INTERVENTION;NUMERO_COMPTE;GESTION_DIFFUSION;LIBELLE_EDITION;ID;CREATED_AT;UPDATED_AT;N_COMMENTAIRE
2412235121;241;50022351;2;1;1CAP2 22351;1CAP2 BRONZIER OP_C: TOURNEUR SUR BRONZ;01/09/1992;;3;1;;N;;;O;O;23210022351;232100223;23/01/2019;BCNSPN5;02;1cap2 bronzier option C : tourneur sur bronze;1490;;;GH1 P
2412342021;241;50023420;2;1;1CAP2 23420;1CAP2 CANNAGE ET PAILLAGE AMEUBLEMENT;01/09/1992;;3;1;;N;;;O;O;23210023420;232100234;23/01/2019;BCNSPN5;02;1cap2 cannage et paillage en ameublement;708;;;GH1 P
2422522032;242;50025220;3;2;2CAP3 25220;2CAP3  MAINT.VEHIC.OPTC MOTOCYCLES;01/09/2020;;3;1;;N;;;O;O;23320025220;233200252;28/02/2020;BCNSPN5;02;2cap3  maint.vehic.optc motocycles;11143;;;Ajout suite à réforme dès RS2020
2422322132;242;50023221;3;2;2CAP3 23221;2CAP3  MARBRIER BATIMENT ET DECORATION;01/09/2020;;3;1;;N;;;O;O;23320023221;233200232;28/02/2020;BCNSPN5;02;2cap3  marbrier batiment et decoration;11144;;;Ajout suite à réforme dès RS2020
2412213021;241;50022130;2;1;1CAP2 22130;1CAP2  CHARCUTIER-TRAITEUR;01/09/2000;;3;1;;N;;;O;O;23210022130;232100221;23/01/2019;BCNSPN5;02;1cap2 charcutier-traiteur;5421;;;GH3 P
2412344421;241;50023444;2;1;1CAP2 23444;1CAP2  CHARPENTIER DE MARINE;01/09/2005;;3;1;;N;;;O;O;23210023444;232100234;23/01/2019;BCNSPN5;02;1cap2 charpentier de marine;7114;;;GH2
2412343921;241;50023439;2;1;1CAP2 23439;1CAP2  CHARPENTIER BOIS;01/09/2003;31/08/2020;3;1;;N;;;O;O;23210023439;232100234;29/03/2020;BCNSCO7;02;1cap2 charpentier bois;4991;;;GH2
2412213321;241;50022133;2;1;1CAP2 22133;1CAP2  CHOCOLATIER CONFISEUR;01/09/2003;;3;1;;N;;;O;O;23210022133;232100221;23/01/2019;BCNSPN5;02;1cap2 chocolatier confiseur;6870;;;GH2
2422130532;242;50021305;3;2;2CAP3 21305;2CAP3  MAREYAGE;01/09/1997;;3;1;;N;;;O;O;23320021305;233200213;28/02/2020;BCNSPN5;02;2cap3  mareyage;5536;;24/01/2019;Réouverture suite à réforme dès RS 2020
2412251021;241;50022510;2;1;1CAP2 22510;1CAP2  COMPOSIT.PLASTIQ.CHAUDRONNES;01/09/2001;;3;1;;N;;;O;O;23210022510;232100225;23/01/2019;BCNSPN5;02;1cap2 composites, plastiques chaudronnés;5738;;;GH3
2412311821;241;50023118;2;1;1CAP2 23118;1CAP2  CONDUCT ENGINS TVX PUB. CARRIERES;01/09/2006;;3;1;;N;;;O;O;23210023118;232100231;23/01/2019;BCNSPN5;02;1cap2 conducteur d'engins : travaux publics et carrières;4892;;;GH2
2412010121;241;50020101;2;1;1CAP2 20101;1CAP2  CONDUCT. INSTALLATIONS PRODUCTION;01/09/2012;;3;1;;N;;;O;O;23210020101;232100201;23/01/2019;BCNSPN5;02;1cap2 conducteur d'installations de production;9856;;;GH1
2413111821;241;50031118;2;1;1CAP2 31118;1CAP2  CONDUCTEUR LIVREUR MARCHANDISES;01/09/2010;;3;1;;N;;;O;O;23210031118;232100311;23/01/2019;BCNSPN5;02;1cap2 conducteur livreur de marchandises;8476;;;GH1
2412344321;241;50023443;2;1;1CAP2 23443;1CAP2  CONDUCTEUR-OPERATEUR DE SCIERIE;01/09/2004;;3;1;;N;;;O;O;23210023443;232100234;23/01/2019;BCNSPN5;02;1cap2 conducteur-opérateur de scierie;5310;;;GH2
2413111721;241;50031117;2;1;1CAP2 31117;1CAP2  CONDUCTEUR ROUTIER MARCHANDISES;01/09/2007;;3;1;;N;;;O;O;23210031117;232100311;23/01/2019;BCNSPN5;02;1cap2 conducteur routier "marchandises";7527;;;GH1
2412344021;241;50023440;2;1;1CAP2 23440;1CAP2  CONSTRUCTEUR BOIS;01/09/2003;;3;1;;N;;;O;O;23210023440;232100234;23/01/2019;BCNSPN5;02;1cap2 constructeur bois;4992;;;GH2
2412311521;241;50023115;2;1;1CAP2 23115;1CAP2  CONSTRUCTEUR DE ROUTES;01/09/2003;;3;1;;N;;;O;O;23210023115;232100231;23/01/2019;BCNSPN5;02;1cap2 constructeur de routes;6887;;;GH2
2412331821;241;50023318;2;1;1CAP2 23318;1CAP2  CARRELEUR MOSAISTE;01/09/2003;31/08/2019;3;1;;N;;;O;O;23210023318;232100233;09/05/2019;BCNSCO7;02;1cap2 carreleur mosaïste;6783;;;GH2
2413361021;241;50033610;2;1;1CAP2 33610;1CAP2  COIFFURE;01/09/2008;31/08/2019;3;1;;N;;;O;O;23210033610;232100336;09/05/2019;BCNSCO7;02;1cap2 coiffure;7609;;;GH1
2412321921;241;50023219;2;1;1CAP2 23219;1CAP2  CONSTRUCTEUR BETON ARME BATIMENT;01/09/2003;31/08/2019;3;1;;N;;;O;O;23210023219;232100232;10/05/2019;BCNSCO7;02;1cap2 constructeur en béton armé du bâtiment;6896;;;GH2
2422432232;242;50024322;3;2;2CAP3 24322;2CAP3  MAROQUINERIE;01/09/2020;;3;1;;N;;;O;O;23320024322;233200243;28/02/2020;BCNSPN5;02;2cap3  maroquinerie;11145;;;Ajout suite à réforme dès RS2020
2413121521;241;50031215;2;1;1CAP2 31215;1CAP2  EMPLOY.VENTE : PRDTS ALIMENTAIRES;01/09/1999;31/08/2020;3;1;;N;;;O;O;23210031215;232100312;17/03/2020;BCNSCO7;02;1cap2 employé de vente spécialisé option A produits alimentaires;6619;;;GH3
2412543221;241;50025432;2;1;1CAP2 25432;1CAP2  CONSTRUCTION DES CARROSSERIES;01/09/2007;;3;1;;N;;;O;O;23210025432;232100254;23/01/2019;BCNSPN5;02;1cap2 construction des carrosseries;7533;;;GH1
2412432021;241;50024320;2;1;1CAP2 24320;1CAP2  CORDONNERIE MULTISERVICE;01/09/2005;;3;1;;N;;;O;O;23210024320;232100243;23/01/2019;BCNSPN5;02;1cap2 cordonnerie multiservice;7118;;;GH1
2412431321;241;50024313;2;1;1CAP2 24313;1CAP2 CORDONNIER BOTTIER;01/09/1994;;3;1;;N;;;O;O;23210024313;232100243;23/01/2019;BCNSPN5;02;1cap2 cordonnier bottier;700;;;GH1 P
2412321821;241;50023218;2;1;1CAP2 23218;1CAP2  COUVREUR;01/09/2003;;3;1;;N;;;O;O;23210023218;232100232;23/01/2019;BCNSPN5;02;1cap2 couvreur;6785;;;GH2
2412213921;241;50022139;2;1;1CAP2 22139;1CAP2  CUISINE;01/09/2016;;3;1;;N;;;O;O;23210022139;232100221;23/01/2019;BCNSPN5;02;1cap2 cuisine;10740;;;GH2
2412512321;241;50025123;2;1;1CAP2 25123;1CAP2 DECOLLETAGE : OPERATEUR REGLEUR;01/09/1992;;3;1;;N;;;O;O;23210025123;232100251;23/01/2019;BCNSPN5;02;1cap2 décolletage : opérateur régleur en décolletage;1755;;;GH1 P
2412242221;241;50022422;2;1;1CAP2 22422;1CAP2 DECORATION EN CERAMIQUE;01/09/1994;;3;1;;N;;;O;O;23210022422;232100224;23/01/2019;BCNSPN5;02;1cap2 décoration en céramique;1328;;;GH1 P
2412233221;241;50022332;2;1;1CAP2 22332;1CAP2 DOREUR A LA FEUILLE ORNEMANISTE;01/09/1992;;3;1;;N;;;O;O;23210022332;232100223;23/01/2019;BCNSPN5;02;1cap2 doreur à la feuille ornemaniste;1175;;;GH1 P
2412344521;241;50023445;2;1;1CAP2 23445;1CAP2  EBENISTE;01/09/2017;;3;1;;N;;;O;O;23210023445;232100234;23/01/2019;BCNSPN5;02;1cap2 ébéniste;10800;;;GH1
2412235321;241;50022353;2;1;1CAP2 22353;1CAP2 EMAILLEUR D'ART SUR METAUX;01/09/1992;;3;1;;N;;;O;O;23210022353;232100223;23/01/2019;BCNSPN5;02;1cap2 émailleur d'art sur métaux;1498;;;GH1 P
2422332232;242;50023322;3;2;2CAP3 23322;2CAP3  MENUISIER ALUMINIUM-VERRE;01/09/2020;;3;1;;N;;;O;O;23320023322;233200233;28/02/2020;BCNSPN5;02;2cap3  menuisier aluminium-verre;11146;;;Ajout suite à réforme dès RS2020
2413110721;241;50031107;2;1;1CAP2 31107;1CAP2 EMBALLEUR PROFESSIONNEL;01/09/1992;;3;1;;N;;;O;O;23210031107;232100311;23/01/2019;BCNSPN5;02;1cap2 emballeur professionnel;869;;;GH1 P
2412311721;241;50023117;2;1;1CAP2 23117;1CAP2  CONSTRUCTEUR EN OUVRAGES D'ART;01/09/2003;31/08/2019;3;1;;N;;;O;O;23210023117;232100231;10/05/2019;BCNSCO7;02;1cap2 constructeur en ouvrages d'art;6893;;;GH2
2412311621;241;50023116;2;1;1CAP2 23116;1CAP2  CONSTRUCTEUR CANALISATIONS T.P.;01/09/2003;31/08/2019;3;1;;N;;;O;O;23210023116;232100231;10/05/2019;BCNSCO7;02;1cap2 constructeur en canalisations des travaux publics;6890;;;GH2
2422341132;242;50023411;3;2;2CAP3 23411;2CAP3 MENUISIER EN SIEGES;01/09/1995;;3;1;;N;;;O;O;23320023411;233200234;28/02/2020;BCNSPN5;02;2cap3 menuisier en sieges;2633;;24/01/2019;Réouverture suite à réforme dès RS 2020
2412200221;241;50022002;2;1;1CAP2 22002;1CAP2 EMPLOYE TECHNIQUE DE LABORATOIRE;01/09/1992;;3;1;;N;;;O;O;23210022002;232100220;23/01/2019;BCNSPN5;02;1cap2 employé technique de laboratoire;53;;;GH1 P
2412343321;241;50023433;2;1;1CAP2 23433;1CAP2 ENCADREUR;01/09/1992;;3;1;;N;;;O;O;23210023433;232100234;23/01/2019;BCNSPN5;02;1cap2 encadreur;1475;;;GH1 P
2412332121;241;50023321;2;1;1CAP2 23321;1CAP2  ETANCHEUR BATIMENT TRAVAUX PUBLIC;01/09/2003;;3;1;;N;;;O;O;23210023321;232100233;23/01/2019;BCNSPN5;02;1cap2 étancheur du bâtiment et des travaux publics;6883;;;GH2
2413121621;241;50031216;2;1;1CAP2 31216;1CAP2  EMPL.VENTE: PRDTS EQUIP.COURANTS;01/09/1999;31/08/2020;3;1;;N;;;O;O;23210031216;232100312;17/03/2020;BCNSCO7;02;1cap2 employé de vente spécialisé opt. B produits d'équipement courant;5121;;;GH3
2412241921;241;50022419;2;1;1CAP2 22419;1CAP2 FABRIC.INDUSTRIEL.DES CERAMIQUES;01/09/1992;;3;1;;N;;;O;O;23210022419;232100224;23/01/2019;BCNSPN5;02;1cap2 fabrication industrielle des céramiques;2218;;;GH1 P
2413121921;241;50031219;2;1;1CAP2 31219;1CAP2  EMPL.VENTE SP. : SERVIC.CLIENTELE;01/09/2001;31/08/2020;3;1;;N;;;O;O;23210031219;232100312;17/03/2020;BCNSCO7;02;1cap2 employé de vente spécialisé opt. C service à la clientèle;6225;;;GH3
2412543621;241;50025436;2;1;1CAP2 25436;1CAP2  FERRONNIER D'ART;01/09/2015;;3;1;;N;;;O;O;23210025436;232100254;23/01/2019;BCNSPN5;02;1cap2 ferronnier d'art;10433;;;GH1
2412431521;241;50024315;2;1;1CAP2 24315;1CAP2  FOURRURE;01/09/1998;;3;1;;N;;;O;O;23210024315;232100243;23/01/2019;BCNSPN5;02;1cap2 fourrure;6844;;;GH1
2413440421;241;50034404;2;1;1CAP2 34404;1CAP2  GARDIEN D'IMMEUBLE;01/09/2010;;3;1;;N;;;O;O;23210034404;232100344;23/01/2019;BCNSPN5;02;1cap2 gardien d'immeuble;8104;;;GH1
2413122021;241;50031220;2;1;1CAP2 31220;1CAP2  EMPL.VENT.SP.LIBRAIR.PAPET.PRESSE;01/09/2006;31/08/2020;3;1;;N;;;O;O;23210031220;232100312;17/03/2020;BCNSCO7;02;1cap2 employé de vente spécialisé opt. D librairie-papeterie-presse;4899;;;GH3
2412513721;241;50025137;2;1;1CAP2 25137;1CAP2  HORLOGERIE;01/09/2007;;3;1;;N;;;O;O;23210025137;232100251;23/01/2019;BCNSPN5;02;1cap2 horlogerie;7524;;;GH1
2412220121;241;50022201;2;1;1CAP2 22201;1CAP2 INDUSTRIES CHIMIQUES;01/09/1992;;3;1;;N;;;O;O;23210022201;232100222;23/01/2019;BCNSPN5;02;1cap2 industries chimiques;73;;;GH2 PA
2412510821;241;50025108;2;1;1CAP2 25108;1CAP2 INSTRUMTS COUPANTS & DE CHIRURGIE;01/09/1992;;3;1;;N;;;O;O;23210025108;232100251;23/01/2019;BCNSPN5;02;1cap2 instruments coupants et de chirurgie;6452;;;GH1 P
2422344132;242;50023441;3;2;2CAP3 23441;2CAP3  MENUISIER FABRICT MEN MOB AGENCMT;01/09/2020;;3;1;;N;;;O;O;23320023441;233200234;28/02/2020;BCNSPN5;02;2cap3  menuisier fabrict men mob agencmt;11147;;;Ajout suite à réforme dès RS2020
2412233921;241;50022339;2;1;1CAP2 22339;1CAP2 LAPIDAIRE OP_A : DIAMANT;01/09/1992;;3;1;;N;;;O;O;23210022339;232100223;23/01/2019;BCNSPN5;02;1cap2 lapidaire option A : diamant;1338;;;GH1 P
2422344232;242;50023442;3;2;2CAP3 23442;2CAP3  MENUISIER INSTALLATEUR;01/09/2020;;3;1;;N;;;O;O;23320023442;233200234;28/02/2020;BCNSPN5;02;2cap3  menuisier installateur;11148;;;Ajout suite à réforme dès RS2020
2412234321;241;50022343;2;1;1CAP2 22343;1CAP2 LAPIDAIRE OP_B : PIERRES DE COUL.;01/09/1992;;3;1;;N;;;O;O;23210022343;232100223;23/01/2019;BCNSPN5;02;1cap2 lapidaire option B : pierres de couleur;1346;;;GH1 P
2412342821;241;50023428;2;1;1CAP2 23428;1CAP2 LUTHERIE;01/09/1992;;3;1;;N;;;O;O;23210023428;232100234;23/01/2019;BCNSPN5;02;1cap2 lutherie;1190;;;GH1 P
2412321721;241;50023217;2;1;1CAP2 23217;1CAP2  MACON;01/09/2003;;3;1;;N;;;O;O;23210023217;232100232;23/01/2019;BCNSPN5;02;1cap2 maçon;6873;;;GH2
2412300221;241;50023002;2;1;1CAP2 23002;1CAP2 MAINTENANCE BATIMENTS DE COLLECT.;01/09/1992;;3;1;;N;;;O;O;23210023002;232100230;23/01/2019;BCNSPN5;02;1cap2 maintenance de bâtiments de collectivités;1314;;;GH1 P
2412522121;241;50025221;2;1;1CAP2 25221;1CAP2  MAINT.MATERIELS OPT.A AGRICOLES;01/09/2016;;3;1;;N;;;O;O;23210025221;232100252;23/01/2019;BCNSPN5;02;1cap2 maintenance des matériels option A matériels agricoles;10731;;;GH1
2422400532;242;50024005;3;2;2CAP3 24005;2CAP3  METIER DU PRESSING;01/09/2020;;3;1;;N;;;O;O;23320024005;233200240;28/02/2020;BCNSPN5;02;2cap3  metier du pressing;11149;;;Ajout suite à réforme dès RS2020
2412522221;241;50025222;2;1;1CAP2 25222;1CAP2  MAINT.MATERIELS OPT.B CONS.MANUT.;01/09/2016;;3;1;;N;;;O;O;23210025222;232100252;23/01/2019;BCNSPN5;02;1cap2 maint. des matériels option B matériels construction manutention;10734;;;GH1
2412522321;241;50025223;2;1;1CAP2 25223;1CAP2  MAINT.MATERIELS OPT.C ESP. VERTS;01/09/2016;;3;1;;N;;;O;O;23210025223;232100252;23/01/2019;BCNSPN5;02;1cap2 maintenance des matériels option C matériels d'espaces verts;10737;;;GH1
2412521821;241;50025218;2;1;1CAP2 25218;1CAP2  MAINT.VEHIC.OPTA VOIT.PARTICUL.;01/09/2014;;3;1;;N;;;O;O;23210025218;232100252;23/01/2019;BCNSPN5;02;1cap2 maintenance des véhicules option A voitures particulières;10371;;;GH1
2412521921;241;50025219;2;1;1CAP2 25219;1CAP2  MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT;01/09/2014;;3;1;;N;;;O;O;23210025219;232100252;23/01/2019;BCNSPN5;02;1cap2 maintenance des véhicules opt. B véhicules de transport routier;10374;;;GH1
2412522021;241;50025220;2;1;1CAP2 25220;1CAP2  MAINT.VEHIC.OPTC MOTOCYCLES;01/09/2014;;3;1;;N;;;O;O;23210025220;232100252;23/01/2019;BCNSPN5;02;1cap2 maintenance des véhicules option C motocycles;10377;;;GH1
2412322121;241;50023221;2;1;1CAP2 23221;1CAP2  MARBRIER BATIMENT ET DECORATION;01/09/2013;;3;1;;N;;;O;O;23210023221;232100232;23/01/2019;BCNSPN5;02;1cap2 marbrier du bâtiment et de la décoration;10010;;;GH2
2412130521;241;50021305;2;1;1CAP2 21305;1CAP2 MAREYAGE;01/09/1995;;3;1;;N;;;O;O;23210021305;232100213;23/01/2019;BCNSPN5;02;1cap2 mareyage;4249;;;GH1 P
2422236032;242;50022360;3;2;2CAP3 22360;2CAP3  METIERS DE LA FONDERIE;01/09/2020;;3;1;;N;;;O;O;23320022360;233200223;28/02/2020;BCNSPN5;02;2cap3  metiers de la fonderie;11151;;;Ajout suite à réforme dès RS2020
2423222032;242;50032220;3;2;2CAP3 32220;2CAP3 METIERS DE LA GRAVURE : ORNEMENT.;01/09/1995;;3;1;;N;;;O;O;23320032220;233200322;28/02/2020;BCNSPN5;02;2cap3 metiers de la gravure : ornement.;4642;;24/01/2019;Réouverture suite à réforme dès RS 2020
2412432221;241;50024322;2;1;1CAP2 24322;1CAP2  MAROQUINERIE;01/09/2018;;3;1;;N;;;O;O;23210024322;232100243;23/01/2019;BCNSPN5;02;1cap2  maroquinerie;10827;;;GH1
2412260921;241;50022609;2;1;1CAP2 22609;1CAP2 SCIERIES OP_B: AFFUTEUR SCIAGE;01/09/1992;;3;1;;N;;;O;O;23210022609;232100226;23/01/2019;BCNSPN5;02;1cap2 mécanicien conducteur scieries et industries mécaniques du bois;722;;;GH1 P
2412332221;241;50023322;2;1;1CAP2 23322;1CAP2  MENUISIER ALUMINIUM-VERRE;01/09/2003;;3;1;;N;;;O;O;23210023322;232100233;23/01/2019;BCNSPN5;02;1cap2 menuisier aluminium-verre;7018;;;GH2
2412341121;241;50023411;2;1;1CAP2 23411;1CAP2 MENUISIER EN SIEGES;01/09/1992;;3;1;;N;;;O;O;23210023411;232100234;23/01/2019;BCNSPN5;02;1cap2 menuisier en sièges;706;;;GH1 P
2412344121;241;50023441;2;1;1CAP2 23441;1CAP2  MENUISIER FABRICT MEN MOB AGENCMT;01/09/2003;;3;1;;N;;;O;O;23210023441;232100234;23/01/2019;BCNSPN5;02;1cap2 menuisier fabricant de menuiserie, mobilier et agencement;4993;;;GH2
2412344221;241;50023442;2;1;1CAP2 23442;1CAP2  MENUISIER INSTALLATEUR;01/09/2003;;3;1;;N;;;O;O;23210023442;232100234;23/01/2019;BCNSPN5;02;1cap2 menuisier installateur;4994;;;GH2
2412400521;241;50024005;2;1;1CAP2 24005;1CAP2  METIER DU PRESSING;01/09/2005;;3;1;;N;;;O;O;23210024005;232100240;23/01/2019;BCNSPN5;02;1cap2 métier du pressing;7108;;;GH2
2412400621;241;50024006;2;1;1CAP2 24006;1CAP2  METIERS DE LA BLANCHISSERIE;01/09/2011;;3;1;;N;;;O;O;23210024006;232100240;23/01/2019;BCNSPN5;02;1cap2 métiers de la blanchisserie;9218;;;GH3
2412236021;241;50022360;2;1;1CAP2 22360;1CAP2  METIERS DE LA FONDERIE;01/09/2007;;3;1;;N;;;O;O;23210022360;232100223;23/01/2019;BCNSPN5;02;1cap2 métiers de la fonderie;7530;;;GH2
2413222021;241;50032220;2;1;1CAP2 32220;1CAP2 METIERS DE LA GRAVURE : ORNEMENT.;01/09/1993;;3;1;;N;;;O;O;23210032220;232100322;23/01/2019;BCNSPN5;02;1cap2 métiers de la gravure option A : gravure d'ornementation;2886;;;GH1 P
2413222121;241;50032221;2;1;1CAP2 32221;1CAP2 METIERS DE LA GRAVURE : IMPRESS.;01/09/1992;;3;1;;N;;;O;O;23210032221;232100322;23/01/2019;BCNSPN5;02;1cap2 métiers de la gravure option B : gravure d'impression;2890;;;GH1 P
2423222232;242;50032222;3;2;2CAP3 32222;2CAP3 METIERS DE LA GRAVURE : MODELE;01/09/1995;;3;1;;N;;;O;O;23320032222;233200322;28/02/2020;BCNSPN5;02;2cap3 metiers de la gravure : modele;4643;;24/01/2019;Réouverture suite à réforme dès RS 2020
2413222221;241;50032222;2;1;1CAP2 32222;1CAP2 METIERS DE LA GRAVURE : MODELE;01/09/1993;;3;1;;N;;;O;O;23210032222;232100322;23/01/2019;BCNSPN5;02;1cap2 métiers de la gravure option C : gravure en modèle;2888;;;GH1 P
2423222332;242;50032223;3;2;2CAP3 32223;2CAP3 MET.GRAVURE :MARQUAGE POINCONNAGE;01/09/1995;;3;1;;N;;;O;O;23320032223;233200322;28/02/2020;BCNSPN5;02;2cap3 met.gravure :marquage poinconnage;5504;;24/01/2019;Réouverture suite à réforme dès RS 2020
2422424232;242;50024242;3;2;2CAP3 24242;2CAP3  METIERS MODE CHAPELIER-MODISTE;01/09/2020;;3;1;;N;;;O;O;23320024242;233200242;28/02/2020;BCNSPN5;02;2cap3  metiers mode chapelier-modiste;11152;;;Ajout suite à réforme dès RS2020
2413222321;241;50032223;2;1;1CAP2 32223;1CAP2 MET.GRAVURE :MARQUAGE POINCONNAGE;01/09/1992;;3;1;;N;;;O;O;23210032223;232100322;23/01/2019;BCNSPN5;02;1cap2 métiers de la gravure option D : marquage poinçonnage;2892;;;GH1 P
2412424221;241;50024242;2;1;1CAP2 24242;1CAP2  METIERS MODE CHAPELIER-MODISTE;01/09/2012;;3;1;;N;;;O;O;23210024242;232100242;23/01/2019;BCNSPN5;02;1cap2 métiers de la mode : chapelier-modiste;9684;;;GH1
2412424021;241;50024240;2;1;1CAP2 24240;1CAP2  METIERS DE LA MODE-VÊTEMENT FLOU;01/09/2011;;3;1;;N;;;O;O;23210024240;232100242;23/01/2019;BCNSPN5;02;1cap2 métiers de la mode - vêtement flou;9206;;;GH1
2412424121;241;50024241;2;1;1CAP2 24241;1CAP2  METIERS DE LA MODE- VÊT. TAILLEUR;01/09/2011;;3;1;;N;;;O;O;23210024241;232100242;23/01/2019;BCNSPN5;02;1cap2 métiers de la mode - vêtement tailleur;9212;;;GH1
2412552121;241;50025521;2;1;1CAP2 25521;1CAP2  METIERS ENSEIGNE SIGNALETIQUE;01/09/1998;;3;1;;N;;;O;O;23210025521;232100255;23/01/2019;BCNSPN5;02;1cap2 métiers de l'enseigne et de la signalétique;6477;;;GH2
2413350121;241;50033501;2;1;1CAP2 33501;1CAP2 METIERS DU FOOTBALL;01/09/1992;;3;1;;N;;;O;O;23210033501;232100335;23/01/2019;BCNSPN5;02;1cap2 métiers du football;1664;;;GH1 P
2412542121;241;50025421;2;1;1CAP2 25421;1CAP2 MISE EN FORME DES MATERIAUX;01/09/1992;;3;1;;N;;;O;O;23210025421;232100254;23/01/2019;BCNSPN5;02;1cap2 mise en forme des matériaux;1597;;;GH1 P
2412250521;241;50022505;2;1;1CAP2 22505;1CAP2 MISE EN OEUV.CAOUTCHOUCS & ELASTO;01/09/1992;;3;1;;N;;;O;O;23210022505;232100225;23/01/2019;BCNSPN5;02;1cap2 mise en oeuvre caoutchoucs et élastomères thermoplastiques;63;;;
2412242021;241;50022420;2;1;1CAP2 22420;1CAP2 MODELES ET MOULES CERAMIQUES;01/09/1993;;3;1;;N;;;O;O;23210022420;232100224;23/01/2019;BCNSPN5;02;1cap2 modèles et moules céramiques;2219;;;GH1 P
2412300521;241;50023005;2;1;1CAP2 23005;1CAP2  MONTEUR STRUCTURES MOBILES;01/09/1997;;3;1;;N;;;O;O;23210023005;232100230;23/01/2019;BCNSPN5;02;1cap2 monteur de structures mobiles;6201;;;GH1 P
2413230621;241;50032306;2;1;1CAP2 32306;1CAP2 MONTEUR EN CHAPITEAUX;01/09/1992;;3;1;;N;;;O;O;23210032306;232100323;23/01/2019;BCNSPN5;02;1cap2 monteur en chapiteaux;1496;;;GH1 P
2412332421;241;50023324;2;1;1CAP2 23324;1CAP2  MONTEUR INSTALLATIONS SANITAIRES;01/09/2018;;3;1;;N;;;O;O;23210023324;232100233;23/01/2019;BCNSPN5;02;1cap2 monteur en installations sanitaires;10932;;;GH2
2412271521;241;50022715;2;1;1CAP2 22715;1CAP2  MONTEUR INSTALLATIONS THERMIQUES;01/09/2018;;3;1;;N;;;O;O;23210022715;232100227;23/01/2019;BCNSPN5;02;1cap2  monteur installations thermiques;10935;;;GH2
2422424032;242;50024240;3;2;2CAP3 24240;2CAP3  METIERS DE LA MODE-VÊTEMENT FLOU;01/09/2020;;3;1;;N;;;O;O;23320024240;233200242;28/02/2020;BCNSPN5;02;2cap3  metiers de la mode-vêtement flou;11153;;;Ajout suite à réforme dès RS2020
2412330221;241;50023302;2;1;1CAP2 23302;1CAP2 MONTEUR EN ISOL.THERMIQ & ACOUST.;01/09/1992;;3;1;;N;;;O;O;23210023302;232100233;23/01/2019;BCNSPN5;02;1cap2 monteur en isolation thermique et acoustique;1473;;;GH1 P
2412232421;241;50022324;2;1;1CAP2 22324;1CAP2 MOULEUR NOYAUTEUR: CUIVRE BRONZE;01/09/1992;;3;1;;N;;;O;O;23210022324;232100223;23/01/2019;BCNSPN5;02;1cap2 mouleur noyauteur : cuivre et bronze;1444;;;GH1 P
2413112221;241;50031122;2;1;1CAP2 31122;1CAP2  OPERATEUR/OPERATRICE LOGISTIQUE;01/09/2015;;3;1;;N;;;O;O;23210031122;232100311;23/01/2019;BCNSPN5;02;1cap2 opérateur/opératrice logistique;10430;;;GH3
2412234021;241;50022340;2;1;1CAP2 22340;1CAP2 ORFEVRE OP_A : MONTEUR ORFEVRERIE;01/09/1992;;3;1;;N;;;O;O;23210022340;232100223;23/01/2019;BCNSPN5;02;1cap2 orfèvre option A : monteur en orfèvrerie;1340;;;GH1 P
2412234121;241;50022341;2;1;1CAP2 22341;1CAP2 ORFEVRE OP_B : TOURN.REPOUSSEUR;01/09/1992;;3;1;;N;;;O;O;23210022341;232100223;23/01/2019;BCNSPN5;02;1cap2 orfèvre option B : tourneur repousseur en orfèvrerie;1342;;;GH1 P
2412234221;241;50022342;2;1;1CAP2 22342;1CAP2 ORFEVRE OP_C : POLISSEUR AVIVEUR;01/09/1992;;3;1;;N;;;O;O;23210022342;232100223;23/01/2019;BCNSPN5;02;1cap2 orfèvre option C : polisseur aviveur en orfèvrerie;1344;;;GH1 P
2412235421;241;50022354;2;1;1CAP2 22354;1CAP2 ORFEVRE OP_D : PLANEUR EN ORFEVR.;01/09/1992;;3;1;;N;;;O;O;23210022354;232100223;23/01/2019;BCNSPN5;02;1cap2 orfèvre option D : planeur en orfèvrerie;1500;;;GH1 P
2413310621;241;50033106;2;1;1CAP2 33106;1CAP2 ORTHO-PROTHESISTE;01/09/1994;;3;1;;N;;;O;O;23210033106;232100331;23/01/2019;BCNSPN5;02;1cap2 ortho-prothésiste;3541;;;GH1 P
2412542521;241;50025425;2;1;1CAP2 25425;1CAP2 OUTILLAGE EN MOULES METALLIQUE;01/09/1992;;3;1;;N;;;O;O;23210025425;232100254;23/01/2019;BCNSPN5;02;1cap2 outillages en moules métalliques;1757;;;GH1 P
2412512621;241;50025126;2;1;1CAP2 25126;1CAP2 OUTILLAGES A DECOUPER ET EMBOUTIR;01/09/1992;;3;1;;N;;;O;O;23210025126;232100251;23/01/2019;BCNSPN5;02;1cap2 outillages en outils à découper et à emboutir;1768;;;GH1 P
