uai;siret;raison_sociale;enseigne;nature;departement;commune;adresse;prepa_apprentissage
0440279P;78607622400017;ASS CTRE FORMATION PROFES LA BAUGERIE;LEPP LA BAUGERIE;inconnue;44;Saint-Sébastien-sur-Loire;BD DES PAS ENCHANTES 44230 SAINT-SEBASTIEN-SUR-LOIRE;
0261160V;77567227235377;CROIX ROUGE FRANCAISE;IRFSS AURA - FI SITE DE VALENCE;formateur;26;Valence;76 CHE DE RONDE 26000 VALENCE;
0851643Z;78644708600053;ORGANISME DE GESTION DE L'ETABLISSEMENT CATHOLIQUE D'ENSEIGNEMENT DU LYCEE PRIVE SAINT FRANCOIS D'ASSISE;OGEC ST FRANCOIS;formateur;85;La Roche-sur-Yon;11 RPT CHARLES SORIN 85000 LA ROCHE-SUR-YON;
0271689P;19270016900027;LYCEE POLYVALENT D ETAT ARISTIDE BRIAND;GRETA PORTES NORMANDES;formateur;27;Évreux;2 RUE PIERRE SEMARD 27000 EVREUX;
0801999N;19801335100012;LYCEE PROF AGRICOLE BAIE DE SOMME;LPA;responsable_formateur;80;Abbeville;21 RUE DU LIEUTENANT CARON 80100 ABBEVILLE;
0811161X;19810121400023;ETS PUB LOCAL ENSEIGNEMENT FORMATION PROFESSIONNELLE AGRICOLES TARN;CENTRE FORMAT PROF & PROMOTION AGRICOLE;responsable_formateur;81;Albi;RTE DE TOULOUSE 81000 ALBI;
0341674K;44846477600054;SUPEXUP CONSULTANT;SUPEXUP CONSULTANT;responsable_formateur;34;Montpellier;1567 AV ALBERT EINSTEIN 34000 MONTPELLIER;
0492177A;78834821700027;OGEC DE L INSTITUTION BOURG CHEVREAU;LYCEE PRIVE STE ANNE;formateur;49;Segré-en-Anjou Bleu;7 RUE DU 8 MAI 1945 49500 SEGRE-EN-ANJOU BLEU;
0530818B;78626209700011;LYCEE ENSEIGNE PROFESSION AGRICOLE PRIVE;;formateur;53;Mayenne;ROCHEFEUILLE 53100 MAYENNE;
0721686S;39529035600025;FFSA ACADEMY;AUTO SPORT ACADEMY;responsable_formateur;72;Le Mans;CHE AUX BOEUFS 72100 LE MANS;
0932637L;77567227229552;CROIX ROUGE FRANCAISE;INST.FORMATION DE ROMAINVILLE;responsable_formateur;93;Romainville;120 AV GASTON ROUSSEL 93230 ROMAINVILLE;
0755568V;51272611800023;INSTITUT PARISIEN DE FORMATION;;responsable_formateur;75;Paris;201 RUE LECOURBE 75015 PARIS 15;
0440175B;32969233900016;ASSOC GESTION ETS CATHOLIQUES ENSEIGNEME;AGECE;formateur;44;Saint-Gildas-des-Bois;RTE DE REDON 44530 SAINT-GILDAS-DES-BOIS;
0850152D;19850152000011;ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLE DE LUCON PETRE;LEGTA DE LUCON-PETRE;formateur;85;Sainte-Gemme-la-Plaine;RTE DE LA ROCHELLE 85400 SAINTE-GEMME-LA-PLAINE;
0850135K;38343530200021;OGEC STE MARIE;LYCEE PRIVE STE MARIE;formateur;85;Chantonnay;12 PL JEANNE D ARC 85110 CHANTONNAY;
0850133H;77571516200035;I S E C;;formateur;85;Les Sables-d'Olonne;LA MERINIERE 85340 LES SABLES D'OLONNE;
0851664X;18850051600011;CHAMBRE D'AGRICULTURE DE VENDEE;;formateur;85;La Roche-sur-Yon;21 BD REAUMUR 85000 LA ROCHE-SUR-YON;
0700077D;77854412200014;OGEC GROUPE SCOLAIRE DE LA COMPASSION;;formateur;70;Villersexel;RTE DE ST SULPICE 70110 VILLERSEXEL;
0610018N;19610018400015;LYCEE POLYVALENT DES ANDAINES - LYCEE DES METIERS DU BOIS ET DE LA TRANSITION ECOLOGIQUE;LPO;formateur;61;La Ferté Macé;3 PL DU GENERAL DE GAULLE 61600 LA FERTE MACE;
0624499D;19622257400093;CAMPUS AGRO-ENVIRONNEMENTAL 62;CFPPA-UFA 62;responsable_formateur;62;Saint-Omer;42 LE DOULAC 62500 SAINT-OMER;
0596193L;33348856700046;ASS FAMILIALE DE GESTION DE L EAP;;responsable_formateur;59;Bourbourg;110 AV ANTHONY CARO 59630 BOURBOURG;
0610694Y;44062181100015;ORGAN ENSEIGNEMT JEANNE D'ARC NOTRE DAME;OGEC D'ARGENTAN;formateur;61;Argentan;10 RUE DU COLLEGE 61200 ARGENTAN;
0641705F;78238214700018;OGEC ST JOSEPH;LYCEE D'ENS PROFESSION PRIVE;formateur;64;Ustaritz;650 RUE HIRIBEHERE 64480 USTARITZ;
0470821M;78215184900018;LYCEE D'ENSEIGNEMENT AGRICOLE PRIVE L'ERMITAGE;LEAP;formateur;47;Agen;304 AV JOSEPH AMOUROUX 47000 AGEN;
0331548D;34207112300018;LPP PRIVE ST MICHEL;;formateur;33;Blanquefort;20 AV DU GENERAL DE GAULLE 33290 BLANQUEFORT;
0861122C;78151977200011;LYCEE TECHNIQUE PRIVE RURAL LA PERRIERE;LTPR;formateur;86;La Roche-Rigault;LD PERRIERE 86200 LA ROCHE-RIGAULT;
0640111Y;78225913900015;OGEC LARGENTE;;formateur;64;Bayonne;42 AV DE L INTERNE JACQUES LOEB 64100 BAYONNE;
0331501C;78184252100010;OGEC SAINTE MARIE LA BASTIDE;OGEC SAINTE MARIE BASTIDE;formateur;33;Bordeaux;45 RUE DE DIJON 33100 BORDEAUX;
0640181Z;41024149100019;OGEC AEP HAZPARNE;;formateur;64;Hasparren;1 RTE DES MISSIONNAIRES 64240 HASPARREN;
0371074S;77534145600017;INSTITUT MEDICO PEDAGOGIQUE;;responsable_formateur;37;Tours;203 RUE DES DOUETS 37100 TOURS;
0570210U;78001517800046;ECOLE NOTRE DAME;LYCEE ENSEIG.TECHNIQUE;responsable;57;Peltre;2 RUE DE METZ 57245 PELTRE;
0782090Y;13001727000302;CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION PARIS ILE DE FRANCE;ISIPCA;responsable_formateur;78;Versailles;36 RUE DU PARC DE CLAGNY 78000 VERSAILLES;
0741219Y;53365084200016;ASSOCIATION COOPERATIVE SCOLAIRE LYCEE PRIVE ENSEIGNEMENT GENERAL TECHNOLOGIQUE HB DE SAUSSURE;;formateur;74;Combloux;125 RTE LYCEE 74920 COMBLOUX;
0060818G;53540767000012;ILEC CANNES;;responsable_formateur;06;Cannes;10 RUE MOZART 06400 CANNES;
0442860V;33748609600049;ASSO REGION DES CEMEA DES PAYS DE LOIRE;;responsable_formateur;44;Nantes;102 RUE SAINT JACQUES 44200 NANTES;
0641548K;78237601600013;LYCEE PRIVE RURAL NOTRE DAME;;responsable_formateur;64;Sauveterre-de-Béarn;8 RTE D ORAAS 64390 SAUVETERRE-DE-BEARN;
0831781K;82431407400058;TKL FORMA;;formateur;83;La Croix-Valmer;777 BD GEORGES SELLIEZ 83420 LA CROIX-VALMER;
0442845D;78835336500034;LIGUE REG PAYS DE LOIRE DE BASKET BALL;;formateur;44;Saint-Herblain;2 RUE GAUGUIN 44800 SAINT-HERBLAIN;
0756251M;80128640200020;CFAS INSTITUT;CFAS;responsable_formateur;75;Paris;51 RUE FONDARY 75015 PARIS 15;
