uai;siret;raison_sociale;enseigne;nature;departement;commune;adresse;prepa_apprentissage
0492133C;77566202600571;ASS OUVRIERE COMPAGNON DEVOIR TOUR FRANC;AOCDTF;responsable_formateur;49;Saumur;RUE DUPLESSIS MORNAY 49400 SAUMUR;
0492144P;32075979800020;OGEC SACRE COEUR LA SALLE - ANGERS;;formateur;49;Angers;2 RUE MILLET 49100 ANGERS;
0492151X;19490970100196;UNIVERSITE D'ANGERS;UFR DE SCIENCES;formateur;49;Angers;2 BD DE LAVOISIER 49000 ANGERS;
0492219W;77566202600092;ASS OUVRIERE COMPAGNON DEVOIR TOUR FRANC;CTRE FORMATION APPRENTIS COMP DU DEVOIR;responsable_formateur;49;Angers;25 BD COPERNIC 49100 ANGERS;
0492227E;19490970100279;UNIVERSITE D'ANGERS;UFR ESTHUA TOURISME ET CULTURE;inconnue;49;Angers;7 ALL FRANCOIS MITTERRAND 49100 ANGERS;
0492259P;40150716500017;MAISON FAMILIALE RURALE D'EDUCATION ET D'ORIENTATION LE CEDRE;;responsable_formateur;49;Saint-Barthélemy-d'Anjou;10 RUE DES CLAVERIES 49124 SAINT BARTHELEMY D'ANJOU;
0492303M;33940183800109;O.G.E.C SAINT AUBIN LA SALLE;;responsable_formateur;49;Verrières-en-Anjou;RUE HELENE BOUCHER 49480 VERRIERES-EN-ANJOU;
0492407A;78611686300022;ASSOCIATION MONGAZON;;formateur;49;Angers;1 RUE DU COLOMBIER 49000 ANGERS;
0492439K;13000460900058;CHAMBRE DE COMMERCE D INDUSTRIE DE MAINE LOIRE;ETS FORMATION ANGERS;responsable_formateur;49;Angers;132 AV DE LATTRE DE TASSIGNY 49000 ANGERS;
0492485K;19490970100386;UNIVERSITE D'ANGERS;IAE ANGERS;formateur;49;Angers;13 ALL FRANCOIS MITTERRAND 49100 ANGERS;
0492488N;78616304800014;ASS CTRE FORMAT PROMOT MAISON FAMIL RURA;;responsable_formateur;49;Gennes-Val-de-Loire;11 AV DES CADETS DE SAUMUR 49350 GENNES-VAL-DE-LOIRE;
0492518W;77566202601165;ASS OUVRIERE COMPAGNON DEVOIR TOUR FRANC;AOCDTF;responsable_formateur;49;Cholet;8 RUE DE L'ABBE HALLOUIN 49300 CHOLET;
0500132X;78087500100015;OGEC GESTION INGENIEUR CACHIN;;formateur;50;Cherbourg-en-Cotentin;4 RUE INGENIEUR CACHIN 50100 CHERBOURG-EN-COTENTIN;
0501249L;77811608700116;BATIMENT CFA NORMANDIE;;formateur;50;Coutances;ALL PAUL BOCAGE 50200 COUTANCES;
0501299R;78087491300020;ASS GESTION ETS CATHOL THOMAS-HELYE;LYCEE TECHNIQUE LA BUCAILLE;formateur;50;Cherbourg-en-Cotentin;37 RUE EMILE ZOLA 50100 CHERBOURG-EN-COTENTIN;
0501565E;13002172800071;CHAMBRE DE COMMERCE ET D'INDUSTRIE TERRITORIALE OUEST NORMANDIE;FIM - CENTRE DE FORMATION DES APPRENTIS;formateur;50;Cherbourg-en-Cotentin;LES VINDITS 50130 CHERBOURG-EN-COTENTIN;
0501574P;34015052300017;MAISON FAMILIALE RURALE EDUCAT ET ORIENT;MFREO;responsable_formateur;50;Mortain-Bocage;BELLE ETOILE 50140 MORTAIN-BOCAGE;
0501576S;31200971500011;LYCEE PROFES AGRICOLE ENSEIGNEMENT PRIVE;;formateur;50;Barenton;RUE MONTEGLISE 50720 BARENTON;
0501592J;78088962200012;MAISON FAMILIALE RURALE EDUCAT ET ORIENT;;responsable_formateur;50;La Haye;RTE DE LESSAY 50250 LA HAYE;
0501594L;78092963400019;ASS DE LA MAISON FAMILIALE DE VALOGNES;;responsable_formateur;50;Valognes;70 RUE DES RELIGIEUSES 50700 VALOGNES;
0501596N;78090048600017;MAISON FAMILIALE RURALE EDUCAT ET ORIENT;MFREO;responsable_formateur;50;Percy-en-Normandie;15 RUE JEAN LECOUTURIER 50410 PERCY-EN-NORMANDIE;
0501597P;78092068200017;MAISON FAMILIALE RURALE EDUCAT ET ORIENT;MFREO;responsable_formateur;50;Saint-Sauveur-Villages;LA SALMONERIE 50490 SAINT-SAUVEUR-VILLAGES;
0501605Y;13002799800116;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION NORMANDIE;CMA NORMANDIE - URMA-MANCHE-IFORM;formateur;50;Coutances;3 RUE PASTEUR 50200 COUTANCES;
0501614H;13002172800014;CHAMBRE DE COMMERCE ET D'INDUSTRIE TERRITORIALE OUEST NORMANDIE;CCIT;responsable_formateur;50;Saint-Lô;86 RUE DE L EXODE 50000 SAINT-LO;
0501619N;78092793500012;MAISON FAMILIALE RURALE VAINS-ST   SENIER;;responsable_formateur;50;Vains;14 RTE DES GRANGES 50300 VAINS;
0501670U;78087648800013;INSTITUT RURAL EDUCATION ET ORIENTATION;IREO;responsable_formateur;50;Condé-sur-Vire;LA BELINIERE 50890 CONDE-SUR-VIRE;
0501671V;78092782800027;MAISON FAMILIALE RURALE DE LA HAGUE;MFR LA HAGUE;responsable_formateur;50;La Hague;6 ALL DU CLOCHER 50460 LA HAGUE;
0501735P;78088761800012;MAISON FAMILIALE RURALE EDUCAT ET ORIENT;;responsable_formateur;50;Granville;121 RUE DES ROUTILS 50400 GRANVILLE;
0501736R;78087854200015;MAISON FAMILIALE RURALE EDUCAT ET ORIENT;;responsable_formateur;50;Coutances;79 AV DE LA DIVISION LECLERC 50200 COUTANCES;
0501784T;19501213300045;ETABLISSEMENT PUBLIC LYCEE AGRICOLE ET HORTICOLE DE COUTANCES;CTR FORMATION APPRENTIS AGRICOLE;formateur;50;Coutances;RUE DE REGNEVILLE 50200 COUTANCES;
0501789Y;78091600300046;OGEC DES ECOLES DU BON SAUVEUR;LYCEE TECHNIQUE PRIVE BON SAUVEUR;formateur;50;Saint-Lô;RUE ELISABETH DE SURVILLE 50000 SAINT-LO;
0501899T;19500060900030;ETS PUBLIC LOCAL D'ENSEIGNEMENT ET FORMATION PROFESSIONNELLE AGRICOLES ET AGRO ALIMENTAIRES SAINT LO THERE;CTRE FORMATION APPRENTIS;responsable_formateur;50;Pont-Hébert;50620 PONT-HEBERT;
0501931C;13002172800196;CHAMBRE DE COMMERCE ET D'INDUSTRIE TERRITORIALE OUEST NORMANDIE;FIM - CENTRE DE FORMATION DES APPRENTIS;formateur;50;Granville;68 RUE JEAN MONNET 50400 GRANVILLE;
0501941N;78086868300035;OGEC GESTION NOTRE DAME;;formateur;50;Carentan-les-Marais;43 RUE SEBLINE 50500 CARENTAN-LES-MARAIS;
0502001D;32042224900021;MUSIQUE EXPERIENCE;;formateur;50;Ducey-Les Chéris;23 RUE DU COUVENT 50220 DUCEY-LES CHERIS;
0502018X;84916712700026;COTENTIN SPORTS FORMATIONS;COTENTIN SPORTS FORMATIONS;formateur;50;Cherbourg-en-Cotentin;125 RUE JEAN BAPTISTE MARCET 50110 CHERBOURG-EN-COTENTIN;
0502023C;87772950900092;ALTERNANCIA;ALTERNANCIA;formateur;50;Cherbourg-en-Cotentin;120 RUE ROGER GLINEL 50460 CHERBOURG-EN-COTENTIN;
0510088U;83429535400031;NEOMA BUSINESS SCHOOL;;formateur;51;Reims;59 RUE PIERRE TAITTINGER 51100 REIMS;
0511026N;19511296600039;UNIVERSITE DE REIMS CHAMPAGNE-ARDENNE;IUT REIMS CHALONS CHARLEVILLE;responsable;51;Reims;CHE DES ROULIERS 51100 REIMS;
0511649R;50923283100016;ALMEA FORMATIONS INTERPRO;ALMEA FORMATIONS INTERPRO;responsable_formateur;51;Châlons-en-Champagne;32 RUE BENJAMIN FRANKLIN 51000 CHALONS-EN-CHAMPAGNE;
0511676V;30287640400021;MAISON FAMILIALE RURALE EDUCATION O;;responsable_formateur;51;Blancs-Coteaux;19 AV SAINT VINCENT 51130 BLANCS-COTEAUX;
0511732F;30286824500010;MAISON FAMILIALE RURALE EDUCATION ORIENT;;responsable_formateur;51;Blancs-Coteaux;66 LA CROLIERE 51130 BLANCS-COTEAUX;
0511733G;30234347000019;MAISON FAMILIALE RURALE EDUCATION ORIENT;;responsable_formateur;51;Auve;51800 AUVE;
0511749Z;19511219800054;LYCEE VITICOLE DE LA CHAMPAGNE;CTRE DEP FORMATION APPRENTIS AGRICOLES;responsable_formateur;51;Avize;61 AV MAZAGRAN 51190 AVIZE;
0511970P;77566202600076;ASS OUVRIERE COMPAGNON DEVOIR TOUR FRANC;AOCDTF;responsable_formateur;51;Reims;115 BD CHARLES ARNOULD 51100 REIMS;
0511971R;77566202600084;ASS OUVRIERE COMPAGNON DEVOIR TOUR FRANC;AOCDTF;responsable_formateur;51;Muizon;CHE DE REIMS 51140 MUIZON;
0511972S;30540504500595;AFTRAL;AFTRAL;responsable_formateur;51;Reims;18 RUE DU VAL CLAIR 51100 REIMS;
0512176N;81890818800035;GROUPE DE LA SALLE - REIMS;;responsable_formateur;51;Reims;4 RUE GERBERT 51100 REIMS;
0512177P;40300856800020;ASS REG FORMATION METIERS SANTE & SCIENC;OF CFA METIERS DE SANTE ET SCIENCES DE LA VIE;responsable_formateur;51;Bétheny;13 RUE DES DOCKS REMOIS 51450 BETHENY;
0512186Z;80863414100093;PROMOTRANS FORMATION PROFESSIONNELLE CONTINUE;PROMOTRANS FPC.;responsable_formateur;51;Reims;31 RUE DU VAL CLAIR 51100 REIMS;
0512205V;91018960400010;POLE DE FORMATION PASTEUR;ECOLE TECHNIQUE PASTEUR;responsable_formateur;51;Bétheny;13 RUE DES DOCKS REMOIS 51450 BETHENY;
0520752K;50923283100040;ALMEA FORMATIONS INTERPRO;ALMEA FORMATIONS INTERPRO;responsable_formateur;52;Chaumont;1 RUE ALBERT CAMUS 52000 CHAUMONT;
0520901X;30287992900016;MAISON FAMILIALE RURALE EDUCATION ORIENT;;responsable_formateur;52;Doulaincourt-Saucourt;RUE TOUPOT DE BEVEAUX 52270 DOULAINCOURT-SAUCOURT;
0520939N;78045946700020;MAISON FAMILIALE RURALE;MFR;responsable_formateur;52;Buxières-lès-Villiers;12 RUE DU BARON DE BEINE 52000 BUXIERES-LES-VILLIERS;
0530004S;19530004100017;LYCEE GENERAL TECHNOLOGIQUE VICTOR HUGO;;formateur;53;Château-Gontier-sur-Mayenne;4 RUE DU GENERAL LEMONNIER 53200 CHATEAU-GONTIER-SUR-MAYENNE;
0530012A;19530012400011;LYCEE GENERAL ET TECHNOLOGIQUE REAUMUR;;responsable_formateur;53;Laval;39 AV CHANZY 53000 LAVAL;
0530013B;19530013200014;LYCEE PROFESSIONNEL ROBERT BURON;;formateur;53;Laval;39 AV CHANZY 53000 LAVAL;
0530016E;19530016500014;LYCEE GENERAL ET TECHNOLOGIQUE LAVOISIER;;inconnue;53;Mayenne;281 RUE DU POMMIER 53100 MAYENNE;
0530040F;19530040500014;LYCEE PROFESSIONEL PIERRE ET MARIE CURIE;;formateur;53;Château-Gontier-sur-Mayenne;1 RUE EDOUARD BRANLY 53200 CHATEAU-GONTIER-SUR-MAYENNE;
0530052U;43287506000019;OGEC ENSEMBLE SCOLAIRE DON BOSCO MAYENNE;;formateur;53;Mayenne;18 BD ANATOLE FRANCE 53100 MAYENNE;
0530068L;78625625500013;OGEC HAUTE FOLLIS;LYCEE TECHNIQUE HAUTE FOLLIS;formateur;53;Laval;91 RUE HAUTE FOLLIS 53000 LAVAL;
0530079Y;19530079300013;LYCEE PROFESSIONNEL LEONARD DE VINCI;LP;formateur;53;Mayenne;129 BD DE L EUROPE 53100 MAYENNE;
0530500F;13002068800102;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION DES PAYS DE LA LOIRE;URMA MAYENNE;responsable_formateur;53;Laval;30 BD VOLNEY 53000 LAVAL;
0530778H;19530778000013;LYCEE PROFESSIONNEL GASTON LESNARD;;formateur;53;Laval;84 BD VOLNEY 53000 LAVAL;
0530828M;78627058700011;MAISON FAMILIALE RURALE EDUCATION ORIENT;;responsable_formateur;53;Saint-Berthevin;RUE JEAN COTTEREAU 53940 SAINT-BERTHEVIN;
0530829N;78627885300027;MAISON FAMILIALE RURALE;;responsable_formateur;53;Pré-en-Pail-Saint-Samson;LA CHAUVINIERE 53140 PRE-EN-PAIL-SAINT-SAMSON;
0530863A;78627921600026;MFR LA PIGNERIE;;responsable_formateur;53;Laval;RTE DE L HUISSERIE 53000 LAVAL;
0530886A;78624010100018;MAISON FAMILIALE RURALE;;responsable_formateur;53;Craon;31 RTE DE NANTES 53400 CRAON;
0530887B;78624011900010;MAISON FAMILIALE RURALE EDUC ORIENT;;responsable_formateur;53;Craon;RTE DE SEGRE 53400 CRAON;
0530909A;19530081900016;AGRICAMPUS LAVAL;EPL;responsable_formateur;53;Laval;321 RTE DE SAINT NAZAIRE 53000 LAVAL;
0530949U;19530039700013;LYCEE POLYVALENT RAOUL VADEPIED;;formateur;53;Évron;BD HENRI ROSSIGNOL 53600 EVRON;
0530951W;19720916600176;UNIVERSITE DU MANS;IUT LAVAL;formateur;53;Laval;52 RUE DES DOC CALMETTE ET GUERIN 53000 LAVAL;
0530960F;78625629700023;CENTRE DE FORMATION LA FUTAIE - LES TOUCHES;;responsable_formateur;53;Port-Brillet;LA FUTAIE 53410 PORT-BRILLET;
0530973V;52940109300016;GESTION CENTRE FORMATION APPRETIS ENSEIGNEMENT CATHOLIQUE;;responsable_formateur;53;Laval;37 RUE DU BRITAIS 53000 LAVAL;
0531054H;18530044900013;CHAMBRE COMMERCE ET INDUSTRIE LA MAYENNE;;responsable_formateur;53;Laval;12 RUE DE VERDUN 53000 LAVAL;
0540042C;19540042900013;LYCEE GENERAL TECHNOLOGIQUE HENRI LORITZ;;inconnue;54;Nancy;29 RUE DES JARDINIERS 54000 NANCY;
0541344T;77812775300011;OGEC UNION ST MICHEL FORMA PROFE JEUNES;;responsable_formateur;54;Art-sur-Meurthe;CHARTREUSE DE BOSSERVILLE 54510 ART-SUR-MEURTHE;
0541370W;78333329700050;OGEC CLAUDE DAUNOT - SAINT LEON IX;;responsable_formateur;54;Nancy;32 AV FOCH 54000 NANCY;
0541550S;18542202900024;CHAMBRE DE COMMERCE ET D'INDUSTRIE GRAND NANCY METROPOLE MEURTHE-ET-MOSELLE;GROUPE CCI FORMATION 54;inconnue;54;Laxou;3 RUE DU MOUZON 54520 LAXOU;
0541958K;30540504500025;AFTRAL;AFTRAL;formateur;54;Jarville-la-Malgrange;AV DU GENERAL DE GAULLE 54140 JARVILLE-LA-MALGRANGE;
0542221W;34958609900021;ASS APPRENTISSAGE INDUSTRIEL;CFAI;responsable_formateur;54;Maxéville;10 RUE ALFRED KASTLER 54320 MAXEVILLE;
0542388C;77566202600936;ASS OUVRIERE COMPAGNON DEVOIR TOUR FRANC;AOCDTF;responsable_formateur;54;Jarville-la-Malgrange;6 AV DU GENERAL DE GAULLE 54140 JARVILLE-LA-MALGRANGE;
0542394J;30540504500934;AFTRAL;ISTELI NANCY JARVILLE;formateur;54;Jarville-la-Malgrange;AV DU GENERAL DE GAULLE 54140 JARVILLE-LA-MALGRANGE;
0542415G;42196824900035;ASS LORRAINE FORMAT.RECHER.ACTION SOCIAL;INSTITUT REGIONAL TRAVAIL SOCIAL IRTS;inconnue;54;Nancy;201 AV RAYMOND PINCHARD 54100 NANCY;
0542492R;78334630700037;ASSOCIATION LORRAINE POUR LA PROMOTION EN AGRICULTURE;;responsable_formateur;54;Haroué;2 LES NOIRES TERRES 54740 HAROUE;
0542533K;88280019600017;ECOLE D ENSEIGNEMENT SUPERIEUR CONSULAIRE DE MEURTHE ET MOSELLE;CCI FORMATION EESC;responsable_formateur;54;Laxou;3 RUE DU MOUZON 54520 LAXOU;
0550892W;78341511000015;ASS MAISONS FAMILIALES VIGNEULLES HATTON;;responsable_formateur;55;Vigneulles-lès-Hattonchâtel;CHATEAU DES 4 VENTS 55210 VIGNEULLES-LES-HATTONCHATEL;
0550909P;78338470400012;MAISON FAMILIALE RURALE D'EDUCATION ET D'ORIENTATION DE BRAS SUR MEUSE;;responsable_formateur;55;Bras-sur-Meuse;14 AV RAYMOND POINCARE 55100 BRAS-SUR-MEUSE;
0550939X;19550002000027;LYCEE RAYMOND POINCARE;GRETA LORRAINE OUEST;responsable_formateur;55;Bar-le-Duc;77 BD RAYMOND POINCARE 55000 BAR-LE-DUC;
0550958T;78338935600016;MAISON FAMIL RURALE EDUC ORIEN;;responsable_formateur;55;Damvillers;55150 DAMVILLERS;
0550959U;78338795400028;MAISON FAMIL RURAL EDUCA ORIENT;;responsable_formateur;55;Commercy;ZONE ACTIVITE LA LOUVIERE 55200 COMMERCY;
0550960V;32252047900013;MAISON FAMILIALE ET RURALE;;responsable_formateur;55;Stenay;RUE DES LILAS 55700 STENAY;
0550969E;19550752000011;ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLE DE LA MEUSE;LEGTPA DE BAR LE DUC;responsable_formateur;55;Bar-le-Duc;CHE DE POPEY 55000 BAR-LE-DUC;
0560808Z;21560121200487;COMMUNE DE LORIENT;CENTRE DE FORMATION APPRENTIS;responsable_formateur;56;Lorient;RUE SAINT MARCEL 56100 LORIENT;
0560810B;13002794900218;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION BRETAGNE;CFA VANNES;responsable_formateur;56;Vannes;10 BD DES ILES 56000 VANNES;
0561397P;77750927400083;BATIMENT CFA BRETAGNE;;formateur;56;Vannes;12 BD DES ILES 56000 VANNES;
0561476A;33453512700016;MAISON FAMILIALE RURALE EDUCA ORIENT;;responsable_formateur;56;Questembert;1 BD PASTEUR 56230 QUESTEMBERT;
0561529H;77782252900015;MAISON FAMILIALE RURALE EDUCAT ORIENTA;;responsable_formateur;56;Guilliers;22 RTE DE JOSSELIN 56490 GUILLIERS;
0561718N;19561718800600;UNIVERSITE DE BRETAGNE SUD;UBS;responsable_formateur;56;Lorient;27 RUE ARMAND GUILLEMOT 56100 LORIENT;
0561732D;19560274300039;ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLES DE SAINT JEAN BREVELAY - HENNEBONT;CENTRE DE FORMATION D'APPRENTIS CFA;responsable_formateur;56;Hennebont;76 RUE DU TALHOUET 56700 HENNEBONT;
0561802E;81460944200011;ASSOCIATION REGIONALE D'EDUCATION PERMANENTE DU MORBIHAN;AREP 56;responsable_formateur;56;Arradon;3 ALL DES FOUGERES 56610 ARRADON;
0561810N;44247600800010;CENTRE DE FORMATION ADULTES TX PUBLICS;CFA TP;responsable_formateur;56;Ploërmel;LANDES DU MOULIN 56800 PLOERMEL;
0561987F;42968925000059;LODIMA OUEST;;responsable_formateur;56;Lanester;1 AV PIERRE MENDES FRANCE 56600 LANESTER;
0562010F;49217053500032;SECURITEAM OPTIONS FORMATION;;responsable_formateur;56;Lorient;5 RUE SIMONE SIGNORET 56100 LORIENT;
0570108H;19570108100018;LYCEE POLYVALENT LA BRIQUERIE;;inconnue;57;Thionville;15 RTE DE LA BRIQUERIE 57100 THIONVILLE;
0573003E;19570057000011;LYCEE GEN ET TECHNOLOGIQU ROBERT SCHUMAN;GRETA LORRAINE NORD;inconnue;57;Metz;4 RUE MONSEIGNEUR PELT 57070 METZ;
0573212G;18572202200125;CHAMBRE DE COMMERCE ET D'INDUSTRIE MOSELLE METROPOLE METZ;CTRE CONSULAIRE DE FORMATION;responsable_formateur;57;Metz;5 RUE JEAN-ANTOINE CHAPTAL 57070 METZ;
0573246U;19570086900017;ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLES DE METZ COURCELLES-CHAUSSY;LYCEE D'ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE;responsable_formateur;57;Courcelles-Chaussy;1 AV D URVILLE 57530 COURCELLES-CHAUSSY;
0573395F;30540504500587;AFTRAL;AFTRAL;formateur;57;Metz;RUE DE LA MOUEE 57070 METZ;
0573680R;44223513100012;CTRE ETUDES DES SCIENCES DE L ENTREPRISE;;responsable_formateur;57;Metz;4 RUE MARCONI 57070 METZ;
0573746M;48468982300033;BP CONSEIL FORMATION;;responsable_formateur;57;Freyming-Merlebach;4 RUE DE SAVOIE 57800 FREYMING-MERLEBACH;
0573753V;48994150000014;EST MULTICOM;EST MULTICOM;responsable_formateur;57;Scy-Chazelles;7 RUE DE LA MOSELLE 57160 SCY-CHAZELLES;
0573773S;82127505400038;NEGOCIANCE;NBS;responsable_formateur;57;Metz;3 RUE MARCONI 57070 METZ;
0573778X;82047291800011;MEWO;SUPUETO METZ / VIDAL FORMATION METZ;responsable_formateur;57;Metz;7 RUE EDOUARD BELIN 57070 METZ;
0573780Z;48879238300025;ARTEMYS;INSTITUT DE MANAGEMENT COMMERCIAL;responsable_formateur;57;Scy-Chazelles;7 RUE DE LA MOSELLE 57160 SCY-CHAZELLES;
0573796S;45171541100018;EUROCOM STRATEGIES;CARTE BLANCHE;responsable_formateur;57;Metz;4 AV SEBASTOPOL 57070 METZ;
0573803Z;89538373500019;AFLOR ACTIMUM;CFAFLOR;responsable_formateur;57;Metz;25 B RTE DE BORNY 57070 METZ;
0573822V;91175945400018;ECOLE SUPERIEUR DE COMMERCE FLORANGE;ESCF;responsable_formateur;57;Florange;30 RUE D ALSACE 57190 FLORANGE;
0580014A;19580014900013;LYCEE POLYVALENT PIERRE GILLES DE GENNES;;formateur;58;Cosne-Cours-sur-Loire;RUE COLONEL RABIER 58200 COSNE-COURS-SUR-LOIRE;
0580020G;19580020600011;LYCEE PROFESSIONNEL PIERRE BEREGOVOY;LP;formateur;58;Fourchambault;56 RUE GAMBETTA 58600 FOURCHAMBAULT;
0580031U;19580031300015;LYCEE GENERAL ET TECHNO JULES RENARD;LGT;formateur;58;Nevers;11 BD SAINT EXUPERY 58000 NEVERS;
0580032V;19580032100018;LYCEE GENERAL ET TECHNO RAOUL FOLLEREAU;LGT;formateur;58;Nevers;9 BD SAINT EXUPERY 58000 NEVERS;
0580042F;19580042000018;LYCEE PROFESSIONNEL LE MONT-CHATELET;;formateur;58;Varzy;BD SAINT SATURNIN 58210 VARZY;
0580050P;19580050300011;LYCEE PROFESSIONNEL JEAN ROSTAND;;formateur;58;Nevers;9 BD SAINT EXUPERY 58000 NEVERS;
0580552K;19580552800013;LYCEE PROFESSIONNEL FRANCOIS MITTERRAND;LP;formateur;58;Château-Chinon (Ville);RUE PIERRE MENDES FRANCE 58120 CHATEAU-CHINON (VILLE);
0580639E;77864848500069;BATIMENT CFA BOURGOGNE- FRANCHE- COMTE;;formateur;58;Marzy;19 RUE DES CARRIERES 58180 MARZY;
0580739N;19580055200091;ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLES DE NEVERS-COSNE-PLAGNY;CENTRE FORMATION D'APPRENTIS;responsable_formateur;58;Challuy;243 RTE DE LYON 58000 CHALLUY;
0580761M;19580761500016;LYCEE MAURICE GENEVOIX;;formateur;58;Decize;51 RTE D AVRIL 58300 DECIZE;
0580788S;19580101400026;ETABLISSEMENT PUBLIC ENSEIGNEMENT ET FORMATION PROFESSIONNELLE AGRICOLE DU MORVAN;CFPPA DU MORVAN;responsable_formateur;58;Château-Chinon (Ville);RUE PIERRE MENDES FRANCE 58120 CHATEAU-CHINON (VILLE);
0580999W;18580003400067;CHAMBRE COMMERCE ET INDUSTRIE LA NIEVRE;GROUPE CCI FORMATION;formateur;58;Nevers;74 RUE FAIDHERBE 58000 NEVERS;
0590010R;19590010500014;LYCEE GENERAL TECHNO PAUL HAZARD;;formateur;59;Armentières;1 RUE PAUL HAZARD 59280 ARMENTIERES;
0590034S;19590034500016;LYCEE GENERAL ET TECHNOLOGIQUE PAUL DUEZ;;formateur;59;Cambrai;1 BD PAUL BEZIN 59400 CAMBRAI;
0590035T;19590035200012;LYCEE GENERAL ET TECHNOLOGIQUE FENELON;;formateur;59;Cambrai;PL FENELON 59400 CAMBRAI;
0590042A;19590042800010;LYCEE POLYVALENT CAMILLE DESMOULINS;;formateur;59;Le Cateau-Cambrésis;47 RUE DE LA REPUBLIQUE 59360 LE CATEAU-CAMBRESIS;
0590044C;19590045100020;LYCEE POLYVALENT JOSEPH-MARIE JACQUARD;LPO;formateur;59;Caudry;4 AV JEAN MOULIN 59540 CAUDRY;
0590073J;19590073300013;LYCEE GENERAL ET TECHNOLOGIQUE AUGUSTE ANGELLIER;LGT;formateur;59;Dunkerque;BD REPUBLIQUE-F MITTERRAND 59240 DUNKERQUE;
0590111A;19590111100011;LYCEE PROFESSIONNEL SONIA DELAUNAY;LP;formateur;59;Lille;121 RUE DE LA MITTERIE 59160 LILLE;
0590133Z;19590133500016;LYCEE PROFESSIONNEL MAURICE DUHAMEL;;formateur;59;Loos;1079 RUE GUY MOCQUET 59120 LOOS;
0590189K;19590189700015;LYCEE PROFESSIONNEL LAVOISIER;;formateur;59;Roubaix;31 RUE LAVOISIER 59100 ROUBAIX;
0590216P;19590216800044;LYCEE PROFESSIONNEL LE CORBUSIER;;formateur;59;Tourcoing;80 RUE DES PIATS 59200 TOURCOING;
0590233H;19590233300010;LYCEE POLYVALENT EMILE ZOLA;;formateur;59;Wattrelos;174 RUE DE LA BAILLERIE 59150 WATTRELOS;
0590263R;19590263000019;LYCEE PROFESSIONNEL FERNAND LEGER;LP;formateur;59;Coudekerque-Branche;RTE DE STEENDAM 59210 COUDEKERQUE-BRANCHE;
0590282L;19590282000016;LYCEE GENERAL ET TECHNOLOGIQUE JULES MOUSSERON;;formateur;59;Denain;BD DU 8 MAI 1945 59220 DENAIN;
0592610S;19592610000015;LYCEE PROFESSION PIERRE-JOSEPH LAURENT;;formateur;59;Aniche;128 RUE EDMOND LAUDEAU 59580 ANICHE;
0592611T;19592611800017;LYCEE PROFESSIONNEL LOUIS BLERIOT;LP;formateur;59;Cambrai;RUE GAUTHIER 59400 CAMBRAI;
0592712C;19592712400014;LYCEE PROFESSIONNEL LOUIS ARMAND;LP;formateur;59;Jeumont;RUE MERMOZ 59460 JEUMONT;
0592850C;19592850200010;LYCEE PROFESSIONNEL ANTOINE ST EXUPERY;;formateur;59;Halluin;1 RUE LOUIS PERGAUD 59250 HALLUIN;
0593318L;19590121000011;LYCEE GENERAL ET TECHNOLOGIQUE CESAR BAGGIO;;formateur;59;Lille;BD D ALSACE 59000 LILLE;
0593321P;13002374000439;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE;CMAR HAUTS-DE-FRANCE;responsable_formateur;59;Lille;PL DES ARTISANS 59000 LILLE;X
0593335E;30048880600112;CFAI REGION NORD PAS-DE-CALAIS;;responsable_formateur;59;Marcq-en-Barœul;4 B RUE DES CHATEAUX 59700 MARCQ-EN-BAROEUL;
0594302F;19594302200010;LYCEE PROFESSIONNEL FRANCOIS MANSART;;formateur;59;Marly;270 AV HENRI BARBUSSE 59770 MARLY;
0594380R;19594380800012;ETAB.REGIONAL ENSEIGNT ADAPTE COLETTE MAGNY;ETS POUR DEFICIENTS LEGERS;formateur;59;Lys-lez-Lannoy;RUE GAMBETTA 59390 LYS-LEZ-LANNOY;
0594532F;19594532400018;LYCEE PROFESSIONNEL AMBROISE CROIZAT;;formateur;59;Auby;RUE MARCEL PAUL 59950 AUBY;
0594576D;44531243200120;AFPI ACM FORMATION;;inconnue;59;Marcq-en-Barœul;4 B RUE DES CHATEAUX 59700 MARCQ-EN-BAROEUL;
0594624F;19590223400010;LYCEE GENERAL ET TECHNOLOGIQUE DU HAINAUT;;formateur;59;Valenciennes;1 AV VILLARS 59300 VALENCIENNES;
0594652L;19594652000010;LYCEE PROFESSIONNEL PLAINES DU NORD;;formateur;59;Grande-Synthe;74 AV DE PETITE SYNTHE 59760 GRANDE-SYNTHE;
